,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
697,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,75-84 years,174
698,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,85 years and over,163
699,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,All ages,595
700,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,Under 1 year,0
701,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,1-4 years,0
702,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,5-14 years,0
703,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,15-24 years,1048.084359
704,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,25-34 years,1048.084359
705,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,35-44 years,1048.084359
706,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,45-54 years,16
707,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,55-64 years,45
708,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,65-74 years,102
709,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,75-84 years,148
710,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,85 years and over,297
711,08/12/2020,02/01/2020,08/08/2020,Missouri,Female,All ages,619
712,08/12/2020,02/01/2020,08/08/2020,Missouri,Unknown,All ages,0
713,08/12/2020,02/01/2020,08/08/2020,Missouri Total,All,All ages,1214
714,08/12/2020,02/01/2020,08/08/2020,Montana,Male,Under 1 year,0
715,08/12/2020,02/01/2020,08/08/2020,Montana,Male,1-4 years,0
716,08/12/2020,02/01/2020,08/08/2020,Montana,Male,5-14 years,0
717,08/12/2020,02/01/2020,08/08/2020,Montana,Male,15-24 years,0
718,08/12/2020,02/01/2020,08/08/2020,Montana,Male,25-34 years,0
719,08/12/2020,02/01/2020,08/08/2020,Montana,Male,35-44 years,0
720,08/12/2020,02/01/2020,08/08/2020,Montana,Male,45-54 years,1048.084359
721,08/12/2020,02/01/2020,08/08/2020,Montana,Male,55-64 years,1048.084359
722,08/12/2020,02/01/2020,08/08/2020,Montana,Male,65-74 years,1048.084359
723,08/12/2020,02/01/2020,08/08/2020,Montana,Male,75-84 years,10
724,08/12/2020,02/01/2020,08/08/2020,Montana,Male,85 years and over,1048.084359
725,08/12/2020,02/01/2020,08/08/2020,Montana,Male,All ages,23
726,08/12/2020,02/01/2020,08/08/2020,Montana,Female,Under 1 year,0
727,08/12/2020,02/01/2020,08/08/2020,Montana,Female,1-4 years,0
728,08/12/2020,02/01/2020,08/08/2020,Montana,Female,5-14 years,0
729,08/12/2020,02/01/2020,08/08/2020,Montana,Female,15-24 years,0
730,08/12/2020,02/01/2020,08/08/2020,Montana,Female,25-34 years,1048.084359
731,08/12/2020,02/01/2020,08/08/2020,Montana,Female,35-44 years,0
732,08/12/2020,02/01/2020,08/08/2020,Montana,Female,45-54 years,0
733,08/12/2020,02/01/2020,08/08/2020,Montana,Female,55-64 years,1048.084359
734,08/12/2020,02/01/2020,08/08/2020,Montana,Female,65-74 years,1048.084359
735,08/12/2020,02/01/2020,08/08/2020,Montana,Female,75-84 years,1048.084359
736,08/12/2020,02/01/2020,08/08/2020,Montana,Female,85 years and over,13
737,08/12/2020,02/01/2020,08/08/2020,Montana,Female,All ages,27
738,08/12/2020,02/01/2020,08/08/2020,Montana,Unknown,All ages,0
739,08/12/2020,02/01/2020,08/08/2020,Montana Total,All,All ages,50
740,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,Under 1 year,0
741,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,1-4 years,0
742,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,5-14 years,0
743,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,15-24 years,0
744,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,25-34 years,1048.084359
745,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,35-44 years,1048.084359
746,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,45-54 years,14
747,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,55-64 years,28
748,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,65-74 years,46
749,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,75-84 years,43
750,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,85 years and over,34
751,08/12/2020,02/01/2020,08/08/2020,Nebraska,Male,All ages,173
752,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,Under 1 year,0
753,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,1-4 years,0
754,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,5-14 years,0
755,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,15-24 years,0
756,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,25-34 years,1048.084359
757,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,35-44 years,1048.084359
758,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,45-54 years,1048.084359
759,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,55-64 years,21
760,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,65-74 years,26
761,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,75-84 years,39
762,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,85 years and over,54
763,08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,All ages,150
764,08/12/2020,02/01/2020,08/08/2020,Nebraska,Unknown,All ages,0
765,08/12/2020,02/01/2020,08/08/2020,Nebraska Total,All,All ages,323
766,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,Under 1 year,0
767,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,1-4 years,0
768,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,5-14 years,1048.084359
769,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,15-24 years,1048.084359
770,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,25-34 years,1048.084359
771,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,35-44 years,14
772,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,45-54 years,56
773,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,55-64 years,64
774,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,65-74 years,133
775,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,75-84 years,151
776,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,85 years and over,81
777,08/12/2020,02/01/2020,08/08/2020,Nevada,Male,All ages,505
778,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,Under 1 year,0
779,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,1-4 years,0
780,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,5-14 years,0
781,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,15-24 years,0
782,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,25-34 years,1048.084359
783,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,35-44 years,1048.084359
784,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,45-54 years,18
785,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,55-64 years,42
786,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,65-74 years,80
787,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,75-84 years,102
788,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,85 years and over,68
789,08/12/2020,02/01/2020,08/08/2020,Nevada,Female,All ages,320
790,08/12/2020,02/01/2020,08/08/2020,Nevada,Unknown,All ages,0
791,08/12/2020,02/01/2020,08/08/2020,Nevada Total,All,All ages,825
792,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,Under 1 year,0
793,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,1-4 years,0
794,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,5-14 years,0
795,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,15-24 years,1048.084359
796,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,25-34 years,0
797,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,35-44 years,1048.084359
798,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,45-54 years,1048.084359
799,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,55-64 years,14
800,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,65-74 years,34
801,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,75-84 years,63
802,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,85 years and over,77
803,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,All ages,199
804,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,Under 1 year,0
805,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,1-4 years,0
806,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,5-14 years,0
807,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,15-24 years,0
808,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,25-34 years,0
809,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,35-44 years,0
810,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,45-54 years,1048.084359
811,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,55-64 years,1048.084359
812,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,65-74 years,26
813,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,75-84 years,51
814,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,85 years and over,120
815,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,All ages,202
816,08/12/2020,02/01/2020,08/08/2020,New Hampshire,Unknown,All ages,0
817,08/12/2020,02/01/2020,08/08/2020,New Hampshire Total,All,All ages,401
818,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,Under 1 year,0
819,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,1-4 years,0
820,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,5-14 years,0
821,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,15-24 years,11
822,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,25-34 years,73
823,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,35-44 years,198
824,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,45-54 years,556
825,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,55-64 years,1226
826,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,65-74 years,1701
827,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,75-84 years,1918
828,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,85 years and over,1765
829,08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,All ages,7448
830,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,Under 1 year,0
831,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,1-4 years,1048.084359
832,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,5-14 years,0
833,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,15-24 years,1048.084359
834,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,25-34 years,33
835,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,35-44 years,66
836,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,45-54 years,184
837,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,55-64 years,563
838,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,65-74 years,1007
839,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,75-84 years,1711
840,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,85 years and over,2976
841,08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,All ages,6544
842,08/12/2020,02/01/2020,08/08/2020,New Jersey,Unknown,All ages,1048.084359
843,08/12/2020,02/01/2020,08/08/2020,New Jersey Total,All,All ages,13993
844,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,Under 1 year,0
845,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,1-4 years,0
846,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,5-14 years,0
847,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,15-24 years,1048.084359
848,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,25-34 years,16
849,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,35-44 years,18
850,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,45-54 years,31
851,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,55-64 years,48
852,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,65-74 years,76
853,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,75-84 years,59
854,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,85 years and over,78
855,08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,All ages,327
856,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,Under 1 year,0
857,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,1-4 years,0
858,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,5-14 years,0
859,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,15-24 years,0
860,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,25-34 years,1048.084359
861,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,35-44 years,1048.084359
862,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,45-54 years,18
863,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,55-64 years,39
864,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,65-74 years,46
865,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,75-84 years,81
866,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,85 years and over,101
867,08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,All ages,299
868,08/12/2020,02/01/2020,08/08/2020,New Mexico,Unknown,All ages,0
869,08/12/2020,02/01/2020,08/08/2020,New Mexico Total,All,All ages,626
870,08/12/2020,02/01/2020,08/08/2020,New York,Male,Under 1 year,0
871,08/12/2020,02/01/2020,08/08/2020,New York,Male,1-4 years,0
872,08/12/2020,02/01/2020,08/08/2020,New York,Male,5-14 years,1048.084359
873,08/12/2020,02/01/2020,08/08/2020,New York,Male,15-24 years,11
874,08/12/2020,02/01/2020,08/08/2020,New York,Male,25-34 years,44
875,08/12/2020,02/01/2020,08/08/2020,New York,Male,35-44 years,124
876,08/12/2020,02/01/2020,08/08/2020,New York,Male,45-54 years,369
877,08/12/2020,02/01/2020,08/08/2020,New York,Male,55-64 years,905
878,08/12/2020,02/01/2020,08/08/2020,New York,Male,65-74 years,1450
879,08/12/2020,02/01/2020,08/08/2020,New York,Male,75-84 years,1585
880,08/12/2020,02/01/2020,08/08/2020,New York,Male,85 years and over,1516
881,08/12/2020,02/01/2020,08/08/2020,New York,Male,All ages,6006
882,08/12/2020,02/01/2020,08/08/2020,New York,Female,Under 1 year,0
883,08/12/2020,02/01/2020,08/08/2020,New York,Female,1-4 years,0
884,08/12/2020,02/01/2020,08/08/2020,New York,Female,5-14 years,0
885,08/12/2020,02/01/2020,08/08/2020,New York,Female,15-24 years,1048.084359
886,08/12/2020,02/01/2020,08/08/2020,New York,Female,25-34 years,19
887,08/12/2020,02/01/2020,08/08/2020,New York,Female,35-44 years,51
888,08/12/2020,02/01/2020,08/08/2020,New York,Female,45-54 years,130
889,08/12/2020,02/01/2020,08/08/2020,New York,Female,55-64 years,434
890,08/12/2020,02/01/2020,08/08/2020,New York,Female,65-74 years,819
891,08/12/2020,02/01/2020,08/08/2020,New York,Female,75-84 years,1334
892,08/12/2020,02/01/2020,08/08/2020,New York,Female,85 years and over,2587
893,08/12/2020,02/01/2020,08/08/2020,New York,Female,All ages,5376
894,08/12/2020,02/01/2020,08/08/2020,New York,Unknown,All ages,0
895,08/12/2020,02/01/2020,08/08/2020,New York Total,All,All ages,11382
896,08/12/2020,02/01/2020,08/08/2020,New York City,Male,Under 1 year,1048.084359
897,08/12/2020,02/01/2020,08/08/2020,New York City,Male,1-4 years,1048.084359
898,08/12/2020,02/01/2020,08/08/2020,New York City,Male,5-14 years,1048.084359
899,08/12/2020,02/01/2020,08/08/2020,New York City,Male,15-24 years,23
900,08/12/2020,02/01/2020,08/08/2020,New York City,Male,25-34 years,112
901,08/12/2020,02/01/2020,08/08/2020,New York City,Male,35-44 years,396
902,08/12/2020,02/01/2020,08/08/2020,New York City,Male,45-54 years,985
903,08/12/2020,02/01/2020,08/08/2020,New York City,Male,55-64 years,2213
904,08/12/2020,02/01/2020,08/08/2020,New York City,Male,65-74 years,3254
905,08/12/2020,02/01/2020,08/08/2020,New York City,Male,75-84 years,3095
906,08/12/2020,02/01/2020,08/08/2020,New York City,Male,85 years and over,2101
907,08/12/2020,02/01/2020,08/08/2020,New York City,Male,All ages,12186
908,08/12/2020,02/01/2020,08/08/2020,New York City,Female,Under 1 year,1048.084359
909,08/12/2020,02/01/2020,08/08/2020,New York City,Female,1-4 years,1048.084359
910,08/12/2020,02/01/2020,08/08/2020,New York City,Female,5-14 years,1048.084359
911,08/12/2020,02/01/2020,08/08/2020,New York City,Female,15-24 years,10
912,08/12/2020,02/01/2020,08/08/2020,New York City,Female,25-34 years,55
913,08/12/2020,02/01/2020,08/08/2020,New York City,Female,35-44 years,116
914,08/12/2020,02/01/2020,08/08/2020,New York City,Female,45-54 years,391
915,08/12/2020,02/01/2020,08/08/2020,New York City,Female,55-64 years,1053
916,08/12/2020,02/01/2020,08/08/2020,New York City,Female,65-74 years,1753
917,08/12/2020,02/01/2020,08/08/2020,New York City,Female,75-84 years,2278
918,08/12/2020,02/01/2020,08/08/2020,New York City,Female,85 years and over,2724
919,08/12/2020,02/01/2020,08/08/2020,New York City,Female,All ages,8383
920,08/12/2020,02/01/2020,08/08/2020,New York City,Unknown,All ages,0
921,08/12/2020,02/01/2020,08/08/2020,New York City Total,All,All ages,20569
922,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,Under 1 year,0
923,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,1-4 years,0
924,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,5-14 years,0
925,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,15-24 years,1048.084359
926,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,25-34 years,1048.084359
927,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,35-44 years,24
928,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,45-54 years,57
929,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,55-64 years,111
930,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,65-74 years,176
931,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,75-84 years,223
932,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,85 years and over,181
933,08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,All ages,781
934,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,Under 1 year,0
935,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,1-4 years,0
936,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,5-14 years,0
937,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,15-24 years,0
938,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,25-34 years,1048.084359
939,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,35-44 years,1048.084359
940,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,45-54 years,31
941,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,55-64 years,49
942,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,65-74 years,125
943,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,75-84 years,190
944,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,85 years and over,266
945,08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,All ages,674
946,08/12/2020,02/01/2020,08/08/2020,North Carolina,Unknown,All ages,0
947,08/12/2020,02/01/2020,08/08/2020,North Carolina Total,All,All ages,1455
948,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,Under 1 year,0
949,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,1-4 years,0
950,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,5-14 years,0
951,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,15-24 years,0
952,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,25-34 years,0
953,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,35-44 years,1048.084359
954,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,45-54 years,1048.084359
955,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,55-64 years,12
956,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,65-74 years,12
957,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,75-84 years,16
958,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,85 years and over,23
959,08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,All ages,70
960,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,Under 1 year,0
961,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,1-4 years,0
962,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,5-14 years,0
963,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,15-24 years,0
964,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,25-34 years,0
965,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,35-44 years,0
966,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,45-54 years,1048.084359
967,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,55-64 years,1048.084359
968,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,65-74 years,1048.084359
969,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,75-84 years,20
970,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,85 years and over,29
971,08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,All ages,58
972,08/12/2020,02/01/2020,08/08/2020,North Dakota,Unknown,All ages,0
973,08/12/2020,02/01/2020,08/08/2020,North Dakota Total,All,All ages,128
974,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,Under 1 year,0
975,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,1-4 years,0
976,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,5-14 years,0
977,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,15-24 years,1048.084359
978,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,25-34 years,1048.084359
979,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,35-44 years,26
980,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,45-54 years,62
981,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,55-64 years,202
982,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,65-74 years,402
983,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,75-84 years,450
984,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,85 years and over,435
985,08/12/2020,02/01/2020,08/08/2020,Ohio,Male,All ages,1583
986,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,Under 1 year,0
987,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,1-4 years,0
988,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,5-14 years,0
989,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,15-24 years,1048.084359
990,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,25-34 years,1048.084359
991,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,35-44 years,10
992,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,45-54 years,29
993,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,55-64 years,106
994,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,65-74 years,227
995,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,75-84 years,436
996,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,85 years and over,651
997,08/12/2020,02/01/2020,08/08/2020,Ohio,Female,All ages,1464
998,08/12/2020,02/01/2020,08/08/2020,Ohio,Unknown,All ages,0
999,08/12/2020,02/01/2020,08/08/2020,Ohio Total,All,All ages,3047
1000,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,Under 1 year,1048.084359
1001,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,1-4 years,0
1002,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,5-14 years,0
1003,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,15-24 years,1048.084359
1004,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,25-34 years,1048.084359
1005,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,35-44 years,1048.084359
1006,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,45-54 years,12
1007,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,55-64 years,45
1008,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,65-74 years,78
1009,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,75-84 years,82
1010,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,85 years and over,71
1011,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,All ages,298
1012,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,Under 1 year,0
1013,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,1-4 years,0
1014,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,5-14 years,1048.084359
1015,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,15-24 years,0
1016,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,25-34 years,1048.084359
1017,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,35-44 years,1048.084359
1018,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,45-54 years,1048.084359
1019,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,55-64 years,31
1020,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,65-74 years,64
1021,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,75-84 years,53
1022,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,85 years and over,88
1023,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,All ages,252
1024,08/12/2020,02/01/2020,08/08/2020,Oklahoma,Unknown,All ages,0
1025,08/12/2020,02/01/2020,08/08/2020,Oklahoma Total,All,All ages,550
1026,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,Under 1 year,0
1027,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,1-4 years,0
1028,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,5-14 years,0
1029,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,15-24 years,0
1030,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,25-34 years,1048.084359
1031,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,35-44 years,1048.084359
1032,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,45-54 years,10
1033,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,55-64 years,24
1034,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,65-74 years,46
1035,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,75-84 years,48
1036,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,85 years and over,50
1037,08/12/2020,02/01/2020,08/08/2020,Oregon,Male,All ages,183
1038,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,Under 1 year,0
1039,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,1-4 years,0
1040,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,5-14 years,0
1041,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,15-24 years,0
1042,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,25-34 years,1048.084359
1043,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,35-44 years,1048.084359
