,index,Confirmed,Deaths,clusters
2420,2420,236,0,1
2421,2421,566,0,1
2422,2422,22,0,1
2423,2423,723,0,1
2424,2424,473,0,1
2425,2425,251,0,1
2426,2426,97,0,1
2427,2427,279,0,1
2428,2428,164,0,1
2429,2429,1555,0,1
2430,2430,481,0,1
2431,2431,268,0,1
2432,2432,162,0,1
2433,2433,455,0,1
2434,2434,252,0,1
2435,2435,225,0,1
2436,2436,327,0,1
2437,2437,343,0,1
2438,2438,143,0,1
2439,2439,306,0,1
2440,2440,103,0,1
2441,2441,440,0,1
2442,2442,252,0,1
2443,2443,230,0,1
2444,2444,502,0,1
2445,2445,79,0,1
2446,2446,107,0,1
2447,2447,773,0,1
2448,2448,325,0,1
2449,2449,498,0,1
2450,2450,190,0,1
2451,2451,572,0,1
2452,2452,317,0,1
2453,2453,790,0,1
2454,2454,167,0,1
2455,2455,114,0,1
2456,2456,827,0,1
2457,2457,161,0,1
2458,2458,166,0,1
2459,2459,544,0,1
2460,2460,192,0,1
2461,2461,395,0,1
2462,2462,239,0,1
2463,2463,6758,0,1
2464,2464,438,0,1
2465,2465,344,0,1
2466,2466,165,0,1
2467,2467,1187,0,1
2468,2468,1228,0,1
2469,2469,969,0,1
2470,2470,525,617,1
2471,2471,129,0,1
2472,2472,683,0,1
2473,2473,895,0,1
2474,2474,86,0,1
2475,2475,128,0,1
2476,2476,267,0,1
2477,2477,375,0,1
2478,2478,404,0,1
2479,2479,1867,0,1
2480,2480,518,0,1
2481,2481,0,0,1
2482,2482,18437,0,0
2483,2483,2148,1102,1
2484,2484,803,0,1
2485,2485,548,12,1
2486,2486,4025,79,1
2487,2487,371,6,1
2488,2488,4215,170,1
2489,2489,629,33,1
2490,2490,674,16,1
2491,2491,5508,81,1
2492,2492,5390,88,1
2493,2493,446,17,1
2494,2494,15613,259,0
2495,2495,1119,35,1
2496,2496,1019,21,1
2497,2497,1203,36,1
2498,2498,1081,66,1
2499,2499,1006,42,1
2500,2500,1994,52,1
2501,2501,993,36,1
2502,2502,4065,88,1
2503,2503,797,17,1
2504,2504,755,34,1
2505,2505,4851,187,1
2506,2506,1869,45,1
2507,2507,13957,298,1
2508,2508,2170,72,1
2509,2509,629,25,1
2510,2510,10176,196,1
2511,2511,782,20,1
2512,2512,1892,37,1
2513,2513,2086,48,1
2514,2514,1626,56,1
2515,2515,701,34,1
2516,2516,6948,157,1
2517,2517,853,23,1
2518,2518,899,11,1
2519,2519,228,6,1
2520,2520,1202,23,1
2521,2521,1363,26,1
2522,2522,3056,123,1
2523,2523,0,0,1
2524,2524,2800,45,1
2525,2525,14691,230,0
2526,2526,684,20,1
2527,2527,6565,192,1
2528,2528,3150,77,1
2529,2529,0,0,1
2530,2530,551,12,1
2531,2531,1319,43,1
2532,2532,5187,68,1
2533,2533,45,0,1
2534,2534,723,9,1
2535,2535,62,1,1
2536,2536,79,1,1
2537,2537,704,2,1
2538,2538,1067,3,1
2539,2539,104,0,1
2540,2540,123,3,1
2541,2541,82,1,1
2542,2542,16,0,1
2543,2543,156,0,1
2544,2544,34,0,1
2545,2545,540,5,1
2546,2546,757,3,1
2547,2547,89,1,1
2548,2548,179,2,1
2549,2549,230,2,1
2550,2550,65,0,1
2551,2551,79,0,1
2552,2552,125,0,1
2553,2553,72,0,1
2554,2554,90,0,1
2555,2555,88,3,1
2556,2556,65,1,1
2557,2557,98,1,1
2558,2558,110,1,1
2559,2559,19,0,1
2560,2560,80,0,1
2561,2561,32,0,1
2562,2562,32,0,1
2563,2563,5,0,1
2564,2564,349,4,1
2565,2565,78,2,1
2566,2566,18,0,1
2567,2567,29,1,1
2568,2568,76,1,1
2569,2569,7,0,1
2570,2570,47,0,1
2571,2571,175,7,1
2572,2572,362,4,1
2573,2573,1251,2,1
2574,2574,120,3,1
2575,2575,38,0,1
2576,2576,88,1,1
2577,2577,29,0,1
2578,2578,487,4,1
2579,2579,30,0,1
2580,2580,19,0,1
2581,2581,6383,78,1
2582,2582,78,0,1
2583,2583,235,3,1
2584,2584,0,0,1
2585,2585,2091,35,1
2586,2586,36,0,1
2587,2587,40,0,1
2588,2588,167,1,1
2589,2589,23,0,1
2590,2590,115,0,1
2591,2591,34,0,1
2592,2592,9,0,1
2593,2593,112,5,1
2594,2594,114,0,1
2595,2595,143,2,1
2596,2596,0,0,1
2597,2597,367,6,1
2598,2598,102,0,1
2599,2599,372,4,1
2600,2600,60,0,1
2601,2601,1153,11,1
2602,2602,1317,17,1
2603,2603,334,9,1
2604,2604,848,4,1
2605,2605,2461,23,1
2606,2606,2883,17,1
2607,2607,424,3,1
2608,2608,281,0,1
2609,2609,849,18,1
2610,2610,1141,28,1
2611,2611,805,10,1
2612,2612,605,10,1
2613,2613,438,4,1
2614,2614,215,5,1
2615,2615,737,9,1
2616,2616,1156,12,1
2617,2617,529,19,1
2618,2618,1169,18,1
2619,2619,26194,297,0
2620,2620,550,13,1
2621,2621,495,6,1
2622,2622,1230,14,1
2623,2623,1314,13,1
2624,2624,1167,18,1
2625,2625,462,3,1
2626,2626,945,8,1
2627,2627,1586,20,1
2628,2628,576,17,1
2629,2629,360,3,1
2630,2630,1118,39,1
2631,2631,263,5,1
2632,2632,1873,25,1
2633,2633,9263,92,1
2634,2634,107,3,1
2635,2635,1546,25,1
2636,2636,991,15,1
2637,2637,780,16,1
2638,2638,933,16,1
2639,2639,1151,21,1
2640,2640,612,9,1
2641,2641,553,5,1
2642,2642,198,1,1
2643,2643,243,3,1
2644,2644,314,5,1
2645,2645,1085,14,1
2646,2646,662,2,1
2647,2647,9115,75,1
2648,2648,919,2,1
2649,2649,949,15,1
2650,2650,1003,11,1
2651,2651,179,1,1
2652,2652,596,1,1
2653,2653,1131,6,1
2654,2654,1033,20,1
2655,2655,2780,60,1
2656,2656,516,7,1
2657,2657,733,5,1
2658,2658,2289,23,1
2659,2659,1094,24,1
2660,2660,824,18,1
2661,2661,221,3,1
2662,2662,1010,17,1
2663,2663,3015,43,1
2664,2664,161,1,1
2665,2665,310,3,1
2666,2666,1112,9,1
2667,2667,2968,25,1
2668,2668,708,5,1
2669,2669,149,0,1
2670,2670,107,2,1
2671,2671,380,10,1
2672,2672,3170,38,1
2673,2673,791,11,1
2674,2674,864,3,1
2675,2675,2188,35,1
2676,2676,9113,88,1
2677,2677,208,2,1
2678,2678,226,2,1
2679,2679,2553,15,1
2680,2680,30397,449,0
2681,2681,697,10,1
2682,2682,182,2,1
2683,2683,2093,32,1
2684,2684,4750,93,1
2685,2685,1766,17,1
2686,2686,1651,7,1
2687,2687,2904,6,1
2688,2688,281,1,1
2689,2689,345,1,1
2690,2690,159,0,1
2691,2691,1019,7,1
2692,2692,2232,34,1
2693,2693,1489,6,1
2694,2694,1145,19,1
2695,2695,806,9,1
2696,2696,5139,36,1
2697,2697,3412,43,1
2698,2698,2822,31,1
2699,2699,415,8,1
2700,2700,2120,80,1
2701,2701,320,18,1
2702,2702,79,1,1
2703,2703,13,1,1
2704,2704,1154,30,1
2705,2705,485,9,1
2706,2706,214,5,1
2707,2707,158,8,1
2708,2708,1811,29,1
2709,2709,17,0,1
2710,2710,1818,30,1
2711,2711,5371,84,1
2712,2712,53794,1264,0
2713,2713,144,5,1
2714,2714,1,0,1
2715,2715,311,6,1
2716,2716,1331,50,1
2717,2717,11144,161,1
2718,2718,6178,62,1
2719,2719,215,2,1
2720,2720,12,1,1
2721,2721,303,22,1
2722,2722,563,23,1
2723,2723,337,6,1
2724,2724,721,12,1
2725,2725,1511,35,1
2726,2726,818,7,1
2727,2727,86,3,1
2728,2728,22544,886,0
2729,2729,350,11,1
2730,2730,19,0,1
2731,2731,338,15,1
2732,2732,250,5,1
2733,2733,1285,8,1
2734,2734,1534,28,1
2735,2735,68,0,1
2736,2736,84,1,1
2737,2737,50,1,1
2738,2738,52,3,1
2739,2739,70,3,1
2740,2740,13210,141,1
2741,2741,18,0,1
2742,2742,480,4,1
2743,2743,2642,102,1
2744,2744,299,3,1
2745,2745,129,2,1
2746,2746,415,5,1
2747,2747,1810,12,1
2748,2748,25,2,1
2749,2749,71,2,1
2750,2750,164,6,1
2751,2751,86,3,1
2752,2752,54,2,1
2753,2753,244,9,1
2754,2754,78723,1106,0
2755,2755,380,9,1
2756,2756,982,33,1
2757,2757,860,21,1
2758,2758,24,0,1
2759,2759,11770,151,1
2760,2760,48,2,1
2761,2761,254,7,1
2762,2762,61,1,1
2763,2763,434,14,1
2764,2764,168,3,1
2765,2765,4727,96,1
2766,2766,67,1,1
2767,2767,22821,510,0
2768,2768,4298,67,1
2769,2769,837,12,1
2770,2770,234,5,1
2771,2771,667,14,1
2772,2772,592,18,1
2773,2773,66,3,1
2774,2774,106,9,1
2775,2775,9,0,1
2776,2776,16049,282,0
2777,2777,132,6,1
2778,2778,404,2,1
2779,2779,973,9,1
2780,2780,328,8,1
2781,2781,11497,153,1
2782,2782,103,4,1
2783,2783,310,10,1
2784,2784,8,0,1
2785,2785,154,6,1
2786,2786,1057,17,1
2787,2787,289,5,1
2788,2788,1829,37,1
2789,2789,2191,61,1
2790,2790,1079,31,1
2791,2791,3566,76,1
2792,2792,1815,53,1
2793,2793,28,1,1
2794,2794,119,4,1
2795,2795,112,4,1
2796,2796,25,0,1
2797,2797,1325,29,1
2798,2798,139017,2535,2
2799,2799,878,31,1
2800,2800,125,0,1
2801,2801,62,2,1
2802,2802,5818,60,1
2803,2803,73,0,1
2804,2804,946,23,1
2805,2805,31162,1588,0
2806,2806,641,13,1
2807,2807,338,8,1
2808,2808,920,26,1
2809,2809,337,8,1
2810,2810,372,10,1
2811,2811,677,12,1
2812,2812,45,3,1
2813,2813,1595,36,1
2814,2814,196,4,1
2815,2815,10,0,1
2816,2816,131,2,1
2817,2817,606,15,1
2818,2818,470,25,1
2819,2819,14,0,1
2820,2820,7293,132,1
2821,2821,105,3,1
2822,2822,1450,35,1
2823,2823,2905,49,1
2824,2824,577,0,1
2825,2825,936,16,1
2826,2826,3088,47,1
2827,2827,331,7,1
2828,2828,7,2,1
2829,2829,9,0,1
2830,2830,590,10,1
2831,2831,16,1,1
2832,2832,0,0,1
2833,2833,44,1,1
2834,2834,997,41,1
2835,2835,67,8,1
2836,2836,362,11,1
2837,2837,1097,31,1
2838,2838,328,21,1
2839,2839,243,8,1
2840,2840,973,35,1
2841,2841,219,14,1
2842,2842,235,6,1
2843,2843,2260,49,1
2844,2844,562,11,1
2845,2845,32,0,1
2846,2846,368,8,1
2847,2847,122,2,1
2848,2848,0,0,1
2849,2849,10681,119,1
2850,2850,93,5,1
2851,2851,717,6,1
2852,2852,150,14,1
2853,2853,77,6,1
2854,2854,76,2,1
2855,2855,1041,44,1
2856,2856,3652,114,1
2857,2857,148,3,1
2858,2858,7626,100,1
2859,2859,23,0,1
2860,2860,1192,45,1
2861,2861,26,0,1
2862,2862,3636,82,1
2863,2863,488,5,1
2864,2864,59,0,1
2865,2865,86,1,1
2866,2866,171,3,1
2867,2867,10747,157,1
2868,2868,1158,20,1
2869,2869,183,3,1
2870,2870,7,0,1
2871,2871,1533,61,1
2872,2872,1249,26,1
2873,2873,178,10,1
2874,2874,222,5,1
2875,2875,20270,407,0
2876,2876,133,5,1
2877,2877,16,1,1
2878,2878,1921,41,1
2879,2879,0,0,1
2880,2880,538,15,1
2881,2881,376,25,1
2882,2882,1909,31,1
2883,2883,417,7,1
2884,2884,364,5,1
2885,2885,838,22,1
2886,2886,4707,62,1
2887,2887,96,6,1
2888,2888,67,3,1
2889,2889,2722,38,1
2890,2890,87,6,1
2891,2891,118,7,1
2892,2892,160,14,1
2893,2893,190,6,1
2894,2894,303,14,1
2895,2895,9,0,1
2896,2896,301,4,1
2897,2897,1576,25,1
2898,2898,263,5,1
2899,2899,900,10,1
2900,2900,77,8,1
2901,2901,199,15,1
2902,2902,225,9,1
2903,2903,1459,72,1
2904,2904,53,0,1
2905,2905,53,2,1
2906,2906,646,3,1
2907,2907,24,0,1
2908,2908,474,27,1
2909,2909,61,0,1
2910,2910,3702,97,1
2911,2911,140,5,1
2912,2912,3387,159,1
2913,2913,132,4,1
2914,2914,4,0,1
2915,2915,14,1,1
2916,2916,81,3,1
2917,2917,104,3,1
2918,2918,47917,698,0
2919,2919,1452,52,1
2920,2920,3,0,1
2921,2921,237,4,1
2922,2922,8,2,1
2923,2923,1557,28,1
2924,2924,3615,64,1
2925,2925,28745,417,0
2926,2926,194,7,1
2927,2927,214,4,1
2928,2928,0,0,1
2929,2929,383,10,1
2930,2930,23,2,1
2931,2931,764,31,1
2932,2932,2135,100,1
2933,2933,582,19,1
2934,2934,4020,95,1
2935,2935,3690,56,1
2936,2936,832,13,1
2937,2937,120,1,1
2938,2938,633,48,1
2939,2939,13369,288,1
2940,2940,1350,50,1
2941,2941,46,0,1
2942,2942,1652,22,1
2943,2943,137,2,1
2944,2944,1206,48,1
2945,2945,8515,142,1
2946,2946,888,26,1
2947,2947,113,2,1
2948,2948,761,13,1
2949,2949,513,21,1
2950,2950,203,5,1
2951,2951,294,6,1
2952,2952,333,6,1
2953,2953,347,16,1
2954,2954,3197,11,1
2955,2955,0,0,1
2956,2956,0,0,1
2957,2957,0,0,1
2958,2958,0,0,1
2959,2959,616,3,1
2960,2960,0,0,1
2961,2961,4817,28,1
2962,2962,0,0,1
2963,2963,0,0,1
2964,2964,0,0,1
2965,2965,0,0,1
2966,2966,0,0,1
2967,2967,0,0,1
2968,2968,0,0,1
2969,2969,0,0,1
2970,2970,0,0,1
2971,2971,0,0,1
2972,2972,0,0,1
2973,2973,0,0,1
2974,2974,28996,248,0
2975,2975,693,29,1
2976,2976,0,0,1
2977,2977,0,0,1
2978,2978,186,1,1
2979,2979,4067,30,1
2980,2980,961,1,1
2981,2981,838,0,1
2982,2982,230,2,1
2983,2983,0,0,1
2984,2984,0,0,1
2985,2985,16486,54,0
2986,2986,724,7,1
2987,2987,0,0,1
2988,2988,0,0,1
2989,2989,0,0,1
2990,2990,4110,30,1
2991,2991,83,2,1
2992,2992,109,1,1
2993,2993,34,0,1
2994,2994,831,39,1
2995,2995,6,0,1
2996,2996,123,7,1
2997,2997,14,0,1
2998,2998,57,1,1
2999,2999,24,0,1
3000,3000,21,0,1
3001,3001,0,0,1
3002,3002,128,1,1
3003,3003,8,0,1
3004,3004,77,2,1
3005,3005,123,3,1
3006,3006,84,2,1
3007,3007,1290,19,1
3008,3008,1169,19,1
3009,3009,1203,21,1
3010,3010,3741,68,1
3011,3011,77,4,1
3012,3012,124,5,1
3013,3013,381,4,1
3014,3014,208,3,1
3015,3015,3877,148,1
3016,3016,470,7,1
3017,3017,6,0,1
3018,3018,718,12,1
3019,3019,65,4,1
3020,3020,292,10,1
3021,3021,178,3,1
3022,3022,347,4,1
3023,3023,135,2,1
3024,3024,677,9,1
3025,3025,80,1,1
3026,3026,422,4,1
3027,3027,343,5,1
3028,3028,488,23,1
3029,3029,83,5,1
3030,3030,103,0,1
3031,3031,1105,28,1
3032,3032,4241,70,1
3033,3033,5851,94,1
3034,3034,93,0,1
3035,3035,250,25,1
3036,3036,30,0,1
3037,3037,29,0,1
3038,3038,1184,16,1
3039,3039,104,2,1
3040,3040,843,26,1
3041,3041,93,1,1
3042,3042,373,11,1
3043,3043,250,26,1
3044,3044,173,2,1
3045,3045,20437,583,0
3046,3046,134,7,1
3047,3047,69,6,1
3048,3048,917,25,1
3049,3049,197,8,1
3050,3050,372,9,1
3051,3051,194,1,1
3052,3052,397,9,1
3053,3053,860,13,1
3054,3054,531,5,1
3055,3055,413,30,1
3056,3056,85,0,1
3057,3057,230,2,1
3058,3058,260,7,1
3059,3059,307,10,1
3060,3060,212,3,1
3061,3061,774,11,1
3062,3062,332,6,1
3063,3063,1793,24,1
3064,3064,1248,36,1
3065,3065,2541,34,1
3066,3066,5331,211,1
3067,3067,1025,20,1
3068,3068,6,0,1
3069,3069,387,7,1
3070,3070,709,18,1
3071,3071,838,20,1
3072,3072,227,4,1
3073,3073,154,2,1
3074,3074,71,1,1
3075,3075,140,0,1
3076,3076,262,7,1
3077,3077,59,1,1
3078,3078,6720,123,1
3079,3079,281,6,1
3080,3080,113,3,1
3081,3081,1336,12,1
3082,3082,103,3,1
3083,3083,1904,25,1
3084,3084,607,7,1
3085,3085,378,15,1
3086,3086,41,0,1
3087,3087,671,33,1
3088,3088,112,10,1
3089,3089,1783,4,1
3090,3090,99,2,1
3091,3091,183,2,1
3092,3092,2700,37,1
3093,3093,4765,75,1
3094,3094,305,31,1
3095,3095,147,6,1
3096,3096,33,0,1
3097,3097,254,17,1
3098,3098,317,4,1
3099,3099,0,0,1
3100,3100,389,29,1
3101,3101,271,24,1
3102,3102,726,29,1
3103,3103,969,9,1
3104,3104,75,2,1
3105,3105,2534,58,1
3106,3106,219,5,1
3107,3107,568,12,1
3108,3108,774,5,1
3109,3109,12215,201,1
3110,3110,220,5,1
3111,3111,725,1,1
3112,3112,64,2,1
3113,3113,341,4,1
3114,3114,4551,60,1
3115,3115,806,7,1
3116,3116,1621,23,1
3117,3117,106,2,1
3118,3118,1390,21,1
3119,3119,242,5,1
3120,3120,263,4,1
3121,3121,181,4,1
3122,3122,801,58,1
3123,3123,449,8,1
3124,3124,744,22,1
3125,3125,2106,43,1
3126,3126,1971,17,1
3127,3127,246,0,1
3128,3128,1916,72,1
3129,3129,114,3,1
3130,3130,419,10,1
3131,3131,278,2,1
3132,3132,0,0,1
3133,3133,6689,83,1
3134,3134,415,6,1
3135,3135,544,17,1
3136,3136,257,3,1
3137,3137,266,3,1
3138,3138,177,7,1
3139,3139,490,4,1
3140,3140,393,8,1
3141,3141,227,4,1
3142,3142,537,8,1
3143,3143,818,10,1
3144,3144,89,2,1
3145,3145,4475,130,1
3146,3146,1836,15,1
3147,3147,225,1,1
3148,3148,2649,62,1
3149,3149,14,1,1
3150,3150,635,6,1
3151,3151,1182,9,1
3152,3152,29,0,1
3153,3153,4218,65,1
3154,3154,11,0,1
3155,3155,2853,20,1
3156,3156,460,6,1
3157,3157,301,11,1
3158,3158,71,0,1
3159,3159,21650,759,0
3160,3160,1152,13,1
3161,3161,512,22,1
3162,3162,191,3,1
3163,3163,483,4,1
3164,3164,41,1,1
3165,3165,378,5,1
3166,3166,1035,10,1
3167,3167,0,0,1
3168,3168,80,3,1
3169,3169,59,0,1
3170,3170,7697,200,1
3171,3171,29,0,1
3172,3172,1088,22,1
3173,3173,64,1,1
3174,3174,6762,211,1
3175,3175,6447,162,1
3176,3176,161,2,1
3177,3177,1038,17,1
3178,3178,292,4,1
3179,3179,6,0,1
3180,3180,869,5,1
3181,3181,1302,42,1
3182,3182,1184,0,1
3183,3183,11316,257,1
3184,3184,48,1,1
3185,3185,952,13,1
3186,3186,203,1,1
3187,3187,13,0,1
3188,3188,112,1,1
3189,3189,741,10,1
3190,3190,25,0,1
3191,3191,36,2,1
3192,3192,18,0,1
3193,3193,580,11,1
3194,3194,33,0,1
3195,3195,152,7,1
3196,3196,124,3,1
3197,3197,103,1,1
3198,3198,144,0,1
3199,3199,82,1,1
3200,3200,344,8,1
3201,3201,252,23,1
3202,3202,425,4,1
3203,3203,2415,72,1
3204,3204,38,2,1
3205,3205,157,2,1
3206,3206,588,39,1
3207,3207,259,3,1
3208,3208,163,1,1
3209,3209,138,5,1
3210,3210,86,1,1
3211,3211,404,27,1
3212,3212,171,4,1
3213,3213,367,9,1
3214,3214,1948,5,1
3215,3215,148,7,1
3216,3216,53,0,1
3217,3217,96,3,1
3218,3218,359,6,1
3219,3219,0,0,1
3220,3220,52,1,1
3221,3221,17,2,1
3222,3222,59,0,1
3223,3223,150,4,1
3224,3224,522,5,1
3225,3225,487,8,1
3226,3226,237,2,1
3227,3227,11,0,1
3228,3228,49,2,1
3229,3229,46,0,1
3230,3230,120,6,1
3231,3231,17,0,1
3232,3232,15,0,1
3233,3233,0,0,1
3234,3234,63,0,1
3235,3235,367,11,1
3236,3236,7,0,1
3237,3237,50,0,1
3238,3238,12,0,1
3239,3239,354,6,1
3240,3240,103,3,1
3241,3241,214,4,1
3242,3242,74,2,1
3243,3243,425,4,1
3244,3244,89,1,1
3245,3245,8032,61,1
3246,3246,128,2,1
3247,3247,155,3,1
3248,3248,942,2,1
3249,3249,489,0,1
3250,3250,347,8,1
3251,3251,549,2,1
3252,3252,147,0,1
3253,3253,9040,41,1
3254,3254,1677,14,1
3255,3255,264,3,1
3256,3256,397,0,1
3257,3257,426,0,1
3258,3258,1703,6,1
3259,3259,73,1,1
3260,3260,1840,13,1
3261,3261,231,4,1
3262,3262,873,19,1
3263,3263,458,2,1
3264,3264,215,0,1
3265,3265,169,0,1
3266,3266,137,1,1
3267,3267,115,1,1
3268,3268,1278,8,1
3269,3269,337,2,1
3270,3270,3334,65,1
3271,3271,428,2,1
3272,3272,2785,2,1
3273,3273,239,0,1
3274,3274,142,2,1
3275,3275,169,1,1
3276,3276,918,3,1
3277,3277,1151,14,1
3278,3278,783,7,1
3279,3279,207,1,1
3280,3280,58,0,1
3281,3281,27356,525,0
3282,3282,423,2,1
3283,3283,729,4,1
3284,3284,366,2,1
3285,3285,0,0,1
3286,3286,3793,28,1
3287,3287,1259,19,1
3288,3288,56,0,1
3289,3289,414,6,1
3290,3290,228,2,1
3291,3291,1270,4,1
3292,3292,57,0,1
3293,3293,4585,94,1
3294,3294,95,4,1
3295,3295,2327,32,1
3296,3296,52,1,1
3297,3297,832,3,1
3298,3298,196,1,1
3299,3299,643,1,1
3300,3300,1501,15,1
3301,3301,859,8,1
3302,3302,157,3,1
3303,3303,580,2,1
3304,3304,0,0,1
3305,3305,186,0,1
3306,3306,177,1,1
3307,3307,2503,34,1
3308,3308,95,1,1
3309,3309,2380,32,1
3310,3310,6838,86,1
3311,3311,942,19,1
3312,3312,289,2,1
3313,3313,2988,23,1
3314,3314,718,4,1
3315,3315,426,0,1
3316,3316,52,2,1
3317,3317,270,1,1
3318,3318,221,2,1
3319,3319,110,0,1
3320,3320,38,0,1
3321,3321,686,14,1
3322,3322,81,2,1
3323,3323,37,0,1
3324,3324,30,1,1
3325,3325,661,4,1
3326,3326,160,1,1
3327,3327,485,4,1
3328,3328,3,0,1
3329,3329,0,0,1
3330,3330,214,2,1
3331,3331,23,1,1
3332,3332,262,4,1
3333,3333,87,1,1
3334,3334,326,2,1
3335,3335,517,1,1
3336,3336,342,2,1
3337,3337,0,0,1
3338,3338,113,6,1
3339,3339,25,0,1
