,State,Confirmed
2694,Tennessee,1145
2695,Tennessee,806
2696,Tennessee,5139
2697,Tennessee,3412
2698,Texas,2822
2699,Texas,415
2700,Texas,2120
2701,Texas,320
2702,Texas,79
2703,Texas,13
2704,Texas,1154
2705,Texas,485
2706,Texas,214
2707,Texas,158
2708,Texas,1811
2709,Texas,17
2710,Texas,1818
2711,Texas,5371
2712,Texas,53794
2713,Texas,144
2714,Texas,1
2715,Texas,311
2716,Texas,1331
2717,Texas,11144
2718,Texas,6178
2719,Texas,215
2720,Texas,12
2721,Texas,303
2722,Texas,563
2723,Texas,337
2724,Texas,721
2725,Texas,1511
2726,Texas,818
2727,Texas,86
2728,Texas,22544
2729,Texas,350
2730,Texas,19
2731,Texas,338
2732,Texas,250
2733,Texas,1285
2734,Texas,1534
2735,Texas,68
2736,Texas,84
2737,Texas,50
2738,Texas,52
2739,Texas,70
2740,Texas,13210
2741,Texas,18
2742,Texas,480
2743,Texas,2642
2744,Texas,299
2745,Texas,129
2746,Texas,415
2747,Texas,1810
2748,Texas,25
2749,Texas,71
2750,Texas,164
2751,Texas,86
2752,Texas,54
2753,Texas,244
2754,Texas,78723
2755,Texas,380
2756,Texas,982
2757,Texas,860
2758,Texas,24
2759,Texas,11770
2760,Texas,48
2761,Texas,254
2762,Texas,61
2763,Texas,434
2764,Texas,168
2765,Texas,4727
2766,Texas,67
2767,Texas,22821
2768,Texas,4298
2769,Texas,837
2770,Texas,234
2771,Texas,667
2772,Texas,592
2773,Texas,66
2774,Texas,106
2775,Texas,9
2776,Texas,16049
2777,Texas,132
2778,Texas,404
2779,Texas,973
2780,Texas,328
2781,Texas,11497
2782,Texas,103
2783,Texas,310
2784,Texas,8
2785,Texas,154
2786,Texas,1057
2787,Texas,289
2788,Texas,1829
2789,Texas,2191
2790,Texas,1079
2791,Texas,3566
2792,Texas,1815
2793,Texas,28
2794,Texas,119
2795,Texas,112
2796,Texas,25
2797,Texas,1325
2798,Texas,139017
2799,Texas,878
2800,Texas,125
2801,Texas,62
2802,Texas,5818
2803,Texas,73
2804,Texas,946
2805,Texas,31162
2806,Texas,641
2807,Texas,338
2808,Texas,920
2809,Texas,337
2810,Texas,372
2811,Texas,677
2812,Texas,45
2813,Texas,1595
2814,Texas,196
2815,Texas,10
2816,Texas,131
2817,Texas,606
2818,Texas,470
2819,Texas,14
2820,Texas,7293
2821,Texas,105
2822,Texas,1450
2823,Texas,2905
2824,Texas,577
2825,Texas,936
2826,Texas,3088
2827,Texas,331
2828,Texas,7
2829,Texas,9
2830,Texas,590
2831,Texas,16
2832,Texas,0
2833,Texas,44
2834,Texas,997
2835,Texas,67
2836,Texas,362
2837,Texas,1097
2838,Texas,328
2839,Texas,243
2840,Texas,973
2841,Texas,219
2842,Texas,235
2843,Texas,2260
2844,Texas,562
2845,Texas,32
2846,Texas,368
2847,Texas,122
2848,Texas,0
2849,Texas,10681
2850,Texas,93
2851,Texas,717
2852,Texas,150
2853,Texas,77
2854,Texas,76
2855,Texas,1041
2856,Texas,3652
2857,Texas,148
2858,Texas,7626
2859,Texas,23
2860,Texas,1192
2861,Texas,26
2862,Texas,3636
2863,Texas,488
2864,Texas,59
2865,Texas,86
2866,Texas,171
2867,Texas,10747
2868,Texas,1158
2869,Texas,183
2870,Texas,7
2871,Texas,1533
2872,Texas,1249
2873,Texas,178
2874,Texas,222
2875,Texas,20270
2876,Texas,133
2877,Texas,16
2878,Texas,1921
2879,Texas,0
2880,Texas,538
2881,Texas,376
2882,Texas,1909
2883,Texas,417
2884,Texas,364
2885,Texas,838
2886,Texas,4707
2887,Texas,96
2888,Texas,67
2889,Texas,2722
2890,Texas,87
2891,Texas,118
2892,Texas,160
2893,Texas,190
2894,Texas,303
2895,Texas,9
2896,Texas,301
2897,Texas,1576
2898,Texas,263
2899,Texas,900
2900,Texas,77
2901,Texas,199
2902,Texas,225
2903,Texas,1459
2904,Texas,53
2905,Texas,53
2906,Texas,646
2907,Texas,24
2908,Texas,474
2909,Texas,61
2910,Texas,3702
2911,Texas,140
2912,Texas,3387
2913,Texas,132
2914,Texas,4
2915,Texas,14
2916,Texas,81
2917,Texas,104
2918,Texas,47917
2919,Texas,1452
2920,Texas,3
2921,Texas,237
2922,Texas,8
2923,Texas,1557
2924,Texas,3615
2925,Texas,28745
2926,Texas,194
2927,Texas,214
2928,Texas,0
2929,Texas,383
2930,Texas,23
2931,Texas,764
2932,Texas,2135
2933,Texas,582
2934,Texas,4020
2935,Texas,3690
2936,Texas,832
2937,Texas,120
2938,Texas,633
2939,Texas,13369
2940,Texas,1350
2941,Texas,46
2942,Texas,1652
2943,Texas,137
2944,Texas,1206
2945,Texas,8515
2946,Texas,888
2947,Texas,113
2948,Texas,761
2949,Texas,513
2950,Texas,203
2951,Texas,294
2952,Texas,333
2953,Texas,347
2954,Utah,3197
2955,Utah,0
2956,Utah,0
2957,Utah,0
2958,Utah,0
2959,Utah,616
2960,Utah,0
2961,Utah,4817
2962,Utah,0
2963,Utah,0
2964,Utah,0
2965,Utah,0
2966,Utah,0
2967,Utah,0
2968,Utah,0
2969,Utah,0
2970,Utah,0
2971,Utah,0
2972,Utah,0
2973,Utah,0
2974,Utah,28996
2975,Utah,693
2976,Utah,0
2977,Utah,0
2978,Utah,186
2979,Utah,4067
2980,Utah,961
2981,Utah,838
2982,Utah,230
2983,Utah,0
2984,Utah,0
2985,Utah,16486
2986,Utah,724
2987,Utah,0
2988,Utah,0
2989,Utah,0
2990,Utah,4110
2991,Vermont,83
2992,Vermont,109
2993,Vermont,34
2994,Vermont,831
2995,Vermont,6
2996,Vermont,123
2997,Vermont,14
2998,Vermont,57
2999,Vermont,24
3000,Vermont,21
3001,Vermont,0
3002,Vermont,128
3003,Vermont,8
3004,Vermont,77
3005,Vermont,123
3006,Vermont,84
3007,Virgin Islands,1290
3008,Virginia,1169
3009,Virginia,1203
3010,Virginia,3741
3011,Virginia,77
3012,Virginia,124
3013,Virginia,381
3014,Virginia,208
3015,Virginia,3877
3016,Virginia,470
3017,Virginia,6
3018,Virginia,718
3019,Virginia,65
3020,Virginia,292
3021,Virginia,178
3022,Virginia,347
3023,Virginia,135
3024,Virginia,677
3025,Virginia,80
3026,Virginia,422
3027,Virginia,343
3028,Virginia,488
3029,Virginia,83
3030,Virginia,103
3031,Virginia,1105
3032,Virginia,4241
3033,Virginia,5851
3034,Virginia,93
3035,Virginia,250
3036,Virginia,30
3037,Virginia,29
3038,Virginia,1184
3039,Virginia,104
3040,Virginia,843
3041,Virginia,93
3042,Virginia,373
3043,Virginia,250
3044,Virginia,173
3045,Virginia,20437
3046,Virginia,134
3047,Virginia,69
3048,Virginia,917
3049,Virginia,197
3050,Virginia,372
3051,Virginia,194
3052,Virginia,397
3053,Virginia,860
3054,Virginia,531
3055,Virginia,413
3056,Virginia,85
3057,Virginia,230
3058,Virginia,260
3059,Virginia,307
3060,Virginia,212
3061,Virginia,774
3062,Virginia,332
3063,Virginia,1793
3064,Virginia,1248
3065,Virginia,2541
3066,Virginia,5331
3067,Virginia,1025
3068,Virginia,6
3069,Virginia,387
3070,Virginia,709
3071,Virginia,838
3072,Virginia,227
3073,Virginia,154
3074,Virginia,71
3075,Virginia,140
3076,Virginia,262
3077,Virginia,59
3078,Virginia,6720
3079,Virginia,281
3080,Virginia,113
3081,Virginia,1336
3082,Virginia,103
3083,Virginia,1904
3084,Virginia,607
3085,Virginia,378
3086,Virginia,41
3087,Virginia,671
3088,Virginia,112
3089,Virginia,1783
3090,Virginia,99
3091,Virginia,183
3092,Virginia,2700
3093,Virginia,4765
3094,Virginia,305
3095,Virginia,147
3096,Virginia,33
3097,Virginia,254
3098,Virginia,317
3099,Virginia,0
3100,Virginia,389
3101,Virginia,271
3102,Virginia,726
3103,Virginia,969
3104,Virginia,75
3105,Virginia,2534
3106,Virginia,219
3107,Virginia,568
3108,Virginia,774
3109,Virginia,12215
3110,Virginia,220
3111,Virginia,725
3112,Virginia,64
3113,Virginia,341
3114,Virginia,4551
3115,Virginia,806
3116,Virginia,1621
3117,Virginia,106
3118,Virginia,1390
3119,Virginia,242
3120,Virginia,263
3121,Virginia,181
3122,Virginia,801
3123,Virginia,449
3124,Virginia,744
3125,Virginia,2106
3126,Virginia,1971
3127,Virginia,246
3128,Virginia,1916
3129,Virginia,114
3130,Virginia,419
3131,Virginia,278
3132,Virginia,0
3133,Virginia,6689
3134,Virginia,415
3135,Virginia,544
3136,Virginia,257
3137,Virginia,266
3138,Virginia,177
3139,Virginia,490
3140,Virginia,393
3141,Virginia,227
3142,Virginia,537
3143,Washington,818
3144,Washington,89
3145,Washington,4475
3146,Washington,1836
3147,Washington,225
3148,Washington,2649
3149,Washington,14
3150,Washington,635
3151,Washington,1182
3152,Washington,29
3153,Washington,4218
3154,Washington,11
3155,Washington,2853
3156,Washington,460
3157,Washington,301
3158,Washington,71
3159,Washington,21650
3160,Washington,1152
3161,Washington,512
3162,Washington,191
3163,Washington,483
3164,Washington,41
3165,Washington,378
3166,Washington,1035
3167,Washington,0
3168,Washington,80
3169,Washington,59
3170,Washington,7697
3171,Washington,29
3172,Washington,1088
3173,Washington,64
3174,Washington,6762
3175,Washington,6447
3176,Washington,161
3177,Washington,1038
3178,Washington,292
3179,Washington,6
3180,Washington,869
3181,Washington,1302
3182,Washington,1184
3183,Washington,11316
3184,West Virginia,48
3185,West Virginia,952
3186,West Virginia,203
3187,West Virginia,13
3188,West Virginia,112
3189,West Virginia,741
3190,West Virginia,25
3191,West Virginia,36
3192,West Virginia,18
3193,West Virginia,580
3194,West Virginia,33
3195,West Virginia,152
3196,West Virginia,124
3197,West Virginia,103
3198,West Virginia,144
3199,West Virginia,82
3200,West Virginia,344
3201,West Virginia,252
3202,West Virginia,425
3203,West Virginia,2415
3204,West Virginia,38
3205,West Virginia,157
3206,West Virginia,588
3207,West Virginia,259
3208,West Virginia,163
3209,West Virginia,138
3210,West Virginia,86
3211,West Virginia,404
3212,West Virginia,171
3213,West Virginia,367
3214,West Virginia,1948
3215,West Virginia,148
3216,West Virginia,53
3217,West Virginia,96
3218,West Virginia,359
3219,West Virginia,0
3220,West Virginia,52
3221,West Virginia,17
3222,West Virginia,59
3223,West Virginia,150
3224,West Virginia,522
3225,West Virginia,487
3226,West Virginia,237
3227,West Virginia,11
3228,West Virginia,49
3229,West Virginia,46
3230,West Virginia,120
3231,West Virginia,17
3232,West Virginia,15
3233,West Virginia,0
3234,West Virginia,63
3235,West Virginia,367
3236,West Virginia,7
3237,West Virginia,50
3238,West Virginia,12
3239,West Virginia,354
3240,West Virginia,103
3241,Wisconsin,214
3242,Wisconsin,74
3243,Wisconsin,425
3244,Wisconsin,89
3245,Wisconsin,8032
3246,Wisconsin,128
3247,Wisconsin,155
3248,Wisconsin,942
3249,Wisconsin,489
3250,Wisconsin,347
3251,Wisconsin,549
3252,Wisconsin,147
3253,Wisconsin,9040
3254,Wisconsin,1677
3255,Wisconsin,264
3256,Wisconsin,397
3257,Wisconsin,426
3258,Wisconsin,1703
3259,Wisconsin,73
3260,Wisconsin,1840
3261,Wisconsin,231
3262,Wisconsin,873
3263,Wisconsin,458
3264,Wisconsin,215
3265,Wisconsin,169
3266,Wisconsin,137
3267,Wisconsin,115
3268,Wisconsin,1278
3269,Wisconsin,337
3270,Wisconsin,3334
3271,Wisconsin,428
3272,Wisconsin,2785
3273,Wisconsin,239
3274,Wisconsin,142
3275,Wisconsin,169
3276,Wisconsin,918
3277,Wisconsin,1151
3278,Wisconsin,783
3279,Wisconsin,207
3280,Wisconsin,58
3281,Wisconsin,27356
3282,Wisconsin,423
3283,Wisconsin,729
3284,Wisconsin,366
3285,Wisconsin,0
3286,Wisconsin,3793
3287,Wisconsin,1259
3288,Wisconsin,56
3289,Wisconsin,414
3290,Wisconsin,228
3291,Wisconsin,1270
3292,Wisconsin,57
3293,Wisconsin,4585
3294,Wisconsin,95
3295,Wisconsin,2327
3296,Wisconsin,52
3297,Wisconsin,832
3298,Wisconsin,196
3299,Wisconsin,643
3300,Wisconsin,1501
3301,Wisconsin,859
3302,Wisconsin,157
3303,Wisconsin,580
3304,Wisconsin,0
3305,Wisconsin,186
3306,Wisconsin,177
3307,Wisconsin,2503
3308,Wisconsin,95
3309,Wisconsin,2380
3310,Wisconsin,6838
3311,Wisconsin,942
3312,Wisconsin,289
3313,Wisconsin,2988
3314,Wisconsin,718
3315,Wyoming,426
3316,Wyoming,52
3317,Wyoming,270
3318,Wyoming,221
3319,Wyoming,110
3320,Wyoming,38
3321,Wyoming,686
3322,Wyoming,81
3323,Wyoming,37
3324,Wyoming,30
3325,Wyoming,661
3326,Wyoming,160
3327,Wyoming,485
3328,Wyoming,3
3329,Wyoming,0
3330,Wyoming,214
3331,Wyoming,23
3332,Wyoming,262
3333,Wyoming,87
3334,Wyoming,326
3335,Wyoming,517
3336,Wyoming,342
3337,Wyoming,0
3338,Wyoming,113
3339,Wyoming,25
