Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Suriname,82,,1 ,,9.0,72.0,,140.0,2.0,782.0,1334.0,South America,06-05-2020
Sint Maarten,77,,15 ,,61.0,1.0,1.0,1797.0,350.0,450.0,10504.0,North America,06-05-2020
Burundi,63,,1 ,,33.0,29.0,,5.0,0.08,284.0,24.0,Africa,06-05-2020
French Polynesia,60,, ,,60.0,0.0,,214.0,,4040.0,14388.0,Australia/Oceania,06-05-2020
Bhutan,48,1.0, ,,11.0,37.0,,62.0,,18238.0,23656.0,Asia,06-05-2020
Macao,45,, ,,45.0,0.0,,69.0,,,,Asia,06-05-2020
Saint Martin,41,,3 ,,33.0,5.0,1.0,1062.0,78.0,614.0,15901.0,North America,06-05-2020
Botswana,40,,1 ,,23.0,16.0,,17.0,0.4,24006.0,10225.0,Africa,06-05-2020
Eritrea,39,, ,,39.0,0.0,,11.0,,,,Africa,06-05-2020
St. Vincent Grenadines,26,, ,,15.0,11.0,,234.0,,595.0,5364.0,North America,06-05-2020
Gambia,26,,1 ,,20.0,5.0,,11.0,0.4,1873.0,777.0,Africa,06-05-2020
Antigua and Barbuda,26,,3 ,,20.0,3.0,1.0,266.0,31.0,246.0,2514.0,North America,06-05-2020
Namibia,25,, ,,16.0,9.0,,10.0,,4005.0,1578.0,Africa,06-05-2020
Timor-Leste,24,, ,,24.0,0.0,,18.0,,1568.0,1191.0,Asia,06-05-2020
Grenada,23,, ,,18.0,5.0,2.0,204.0,,3516.0,31257.0,North America,06-05-2020
Curaçao,21,,1 ,,15.0,5.0,,128.0,6.0,985.0,6004.0,North America,06-05-2020
New Caledonia,20,, ,,18.0,2.0,,70.0,,6867.0,24070.0,Australia/Oceania,06-05-2020
Laos,19,, ,,18.0,1.0,,3.0,,7824.0,1077.0,Asia,06-05-2020
Saint Lucia,19,, ,,18.0,1.0,,104.0,,1204.0,6559.0,North America,06-05-2020
Belize,18,,2 ,,16.0,0.0,,45.0,5.0,1671.0,4208.0,North America,06-05-2020
Dominica,18,, ,,16.0,2.0,,250.0,,534.0,7419.0,North America,06-05-2020
Fiji,18,, ,,18.0,0.0,,20.0,,2431.0,2713.0,Australia/Oceania,06-05-2020
Saint Kitts and Nevis,15,, ,,15.0,0.0,,282.0,,403.0,7579.0,North America,06-05-2020
Greenland,13,, ,,13.0,0.0,,229.0,,2241.0,39480.0,North America,06-05-2020
Falkland Islands,13,, ,,13.0,0.0,,3744.0,,535.0,154090.0,South America,06-05-2020
Turks and Caicos,12,,1 ,,11.0,0.0,,310.0,26.0,153.0,3956.0,North America,06-05-2020
Vatican City,12,, ,,2.0,10.0,,14981.0,,,,Europe,06-05-2020
Montserrat,11,,1 ,,10.0,0.0,,2204.0,200.0,61.0,12220.0,North America,06-05-2020
Seychelles,11,, ,,11.0,0.0,,112.0,,,,Africa,06-05-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,06-05-2020
Western Sahara,9,,1 ,,6.0,2.0,,15.0,2.0,,,Africa,06-05-2020
British Virgin Islands,8,,1 ,,7.0,0.0,,265.0,33.0,167.0,5527.0,North America,06-05-2020
Papua New Guinea,8,, ,,8.0,0.0,,0.9,,4646.0,520.0,Australia/Oceania,06-05-2020
Caribbean Netherlands,7,, ,,7.0,0.0,,267.0,,424.0,16180.0,North America,06-05-2020
St. Barth,6,, ,,6.0,0.0,,608.0,,137.0,13873.0,North America,06-05-2020
Lesotho,4,, ,,2.0,2.0,,2.0,,1515.0,708.0,Africa,06-05-2020
World,6916826,76505.0,400012,2566.0,3384862.0,3131952.0,53597.0,887.0,51.3,,,All,06-06-2020
USA,1976127,10419.0,111658 ,268.0,739704.0,1124765.0,17011.0,5973.0,337.0,20477387.0,61890.0,North America,06-06-2020
Brazil,651980,5974.0,35211 ,164.0,302084.0,314685.0,8318.0,3069.0,166.0,999836.0,4706.0,South America,06-06-2020
Russia,458689,8855.0,5725 ,197.0,221388.0,231576.0,2300.0,3143.0,39.0,12388968.0,84896.0,Europe,06-06-2020
Spain,288390,332.0,27135 ,1.0,,,617.0,6168.0,580.0,4063843.0,86920.0,Europe,06-06-2020
UK,284868,1557.0,40465 ,204.0,,,604.0,4198.0,596.0,5438712.0,80144.0,Europe,06-06-2020
India,245962,9778.0,6933 ,284.0,118313.0,120716.0,8944.0,178.0,5.0,4524317.0,3281.0,Asia,06-06-2020
Italy,234801,270.0,33846 ,72.0,165078.0,35877.0,293.0,3883.0,560.0,4187057.0,69245.0,Europe,06-06-2020
Peru,187400,,5162 ,,79214.0,103024.0,1041.0,5689.0,157.0,1154468.0,35049.0,South America,06-06-2020
Germany,185466,52.0,8766 ,3.0,168900.0,7800.0,595.0,2214.0,105.0,4348880.0,51917.0,Europe,06-06-2020
Iran,169425,2269.0,8209 ,75.0,132038.0,29178.0,2578.0,2019.0,98.0,1040289.0,12397.0,Asia,06-06-2020
Turkey,168340,,4648 ,,133400.0,30292.0,592.0,1998.0,55.0,2267412.0,26905.0,Asia,06-06-2020
France,153055,,29111 ,,70504.0,53440.0,1094.0,2345.0,446.0,1384633.0,21216.0,Europe,06-06-2020
Chile,127745,5246.0,1541 ,93.0,95631.0,30573.0,1524.0,6687.0,81.0,687510.0,35986.0,South America,06-06-2020
Mexico,110026,4346.0,13170 ,625.0,78590.0,18266.0,378.0,854.0,102.0,324897.0,2522.0,North America,06-06-2020
Saudi Arabia,98869,3121.0,676 ,34.0,71791.0,26402.0,1484.0,2843.0,19.0,933201.0,26836.0,Asia,06-06-2020
Canada,95016,681.0,7773 ,70.0,53582.0,33661.0,1738.0,2519.0,206.0,1830498.0,48530.0,North America,06-06-2020
Pakistan,93983,4734.0,1935 ,97.0,32581.0,59467.0,111.0,426.0,9.0,660508.0,2995.0,Asia,06-06-2020
Qatar,67195,1700.0,51 ,2.0,42527.0,24617.0,238.0,23932.0,18.0,251391.0,89533.0,Asia,06-06-2020
Bangladesh,63026,2635.0,846 ,35.0,13325.0,48855.0,1.0,383.0,5.0,384851.0,2338.0,Asia,06-06-2020
Belgium,59072,165.0,9580 ,14.0,16190.0,33302.0,121.0,5098.0,827.0,923820.0,79734.0,Europe,06-06-2020
Belarus,47751,883.0,263 ,4.0,23015.0,24473.0,92.0,5053.0,28.0,609671.0,64519.0,Europe,06-06-2020
Netherlands,47335,183.0,6011 ,6.0,,,97.0,2763.0,351.0,388113.0,22654.0,Europe,06-06-2020
Sweden,43887,114.0,4656 ,17.0,,,198.0,4347.0,461.0,275500.0,27291.0,Europe,06-06-2020
South Africa,43434,,908 ,,23088.0,19438.0,208.0,733.0,15.0,850871.0,14360.0,Africa,06-06-2020
Ecuador,41575,,3534 ,,20568.0,17473.0,252.0,2359.0,201.0,120845.0,6857.0,South America,06-06-2020
UAE,37642,,274 ,,20337.0,17031.0,1.0,3809.0,28.0,2145493.0,217115.0,Asia,06-06-2020
Singapore,37527,344.0,25 ,1.0,24559.0,12943.0,4.0,6418.0,4.0,408495.0,69862.0,Asia,06-06-2020
Colombia,36635,,1145 ,,13638.0,21852.0,335.0,721.0,23.0,386938.0,7610.0,South America,06-06-2020
Portugal,33969,,1465 ,,20526.0,11978.0,58.0,3331.0,144.0,873998.0,85698.0,Europe,06-06-2020
Kuwait,31131,487.0,254 ,10.0,19282.0,11595.0,180.0,7298.0,60.0,311624.0,73049.0,Asia,06-06-2020
Egypt,31115,,1166 ,,8158.0,21791.0,41.0,304.0,11.0,135000.0,1321.0,Africa,06-06-2020
Switzerland,30956,20.0,1921 ,,28600.0,435.0,28.0,3579.0,222.0,419980.0,48551.0,Europe,06-06-2020
Indonesia,30514,993.0,1801 ,31.0,9907.0,18806.0,,112.0,7.0,394068.0,1442.0,Asia,06-06-2020
Ukraine,26514,550.0,777 ,15.0,11812.0,13925.0,301.0,606.0,18.0,414542.0,9475.0,Europe,06-06-2020
Poland,25986,576.0,1153 ,16.0,12641.0,12192.0,160.0,687.0,30.0,1038281.0,27432.0,Europe,06-06-2020
Ireland,25183,20.0,1678 ,8.0,22698.0,807.0,36.0,5104.0,340.0,348416.0,70617.0,Europe,06-06-2020
Philippines,21340,714.0,994 ,7.0,4441.0,15905.0,82.0,195.0,9.0,420114.0,3838.0,Asia,06-06-2020
Argentina,21037,,642 ,10.0,6180.0,14215.0,274.0,466.0,14.0,189278.0,4191.0,South America,06-06-2020
Romania,20290,187.0,1318 ,2.0,14419.0,4553.0,153.0,1054.0,68.0,496408.0,25793.0,Europe,06-06-2020
Afghanistan,19551,582.0,320 ,11.0,1820.0,17411.0,19.0,503.0,8.0,45900.0,1181.0,Asia,06-06-2020
Dominican Republic,19195,487.0,536 ,11.0,11919.0,6740.0,110.0,1771.0,49.0,90141.0,8315.0,North America,06-06-2020
Israel,17706,144.0,292 ,1.0,15042.0,2372.0,29.0,1925.0,32.0,637863.0,69351.0,Asia,06-06-2020
Japan,17064,,907 ,,14972.0,1185.0,98.0,135.0,7.0,307462.0,2431.0,Asia,06-06-2020
Austria,16898,55.0,672 ,,15789.0,437.0,17.0,1877.0,75.0,485912.0,53973.0,Europe,06-06-2020
Oman,16016,930.0,72 ,,3451.0,12493.0,67.0,3143.0,14.0,105772.0,20754.0,Asia,06-06-2020
Panama,15463,,370 ,,9719.0,5374.0,77.0,3588.0,86.0,72697.0,16868.0,North America,06-06-2020
Bahrain,14383,548.0,23 ,1.0,9056.0,5304.0,15.0,8478.0,14.0,361376.0,213001.0,Asia,06-06-2020
Bolivia,12728,483.0,427 ,12.0,1739.0,10562.0,3.0,1091.0,37.0,28239.0,2422.0,South America,06-06-2020
Kazakhstan,12511,199.0,53 ,1.0,7135.0,5323.0,62.0,667.0,3.0,915904.0,48821.0,Asia,06-06-2020
Armenia,12364,547.0,190 ,7.0,3720.0,8454.0,10.0,4173.0,64.0,66674.0,22503.0,Asia,06-06-2020
Denmark,11924,49.0,587 ,1.0,10721.0,616.0,15.0,2059.0,101.0,696334.0,120248.0,Europe,06-06-2020
Nigeria,11844,,333 ,,3696.0,7815.0,7.0,58.0,2.0,73064.0,355.0,Africa,06-06-2020
Serbia,11741,74.0,248 ,1.0,11056.0,437.0,14.0,1343.0,28.0,269185.0,30801.0,Europe,06-06-2020
S. Korea,11719,51.0,273 ,,10531.0,915.0,15.0,229.0,5.0,1005305.0,19609.0,Asia,06-06-2020
Iraq,11098,1252.0,318 ,33.0,4904.0,5876.0,60.0,276.0,8.0,294444.0,7333.0,Asia,06-06-2020
Algeria,10050,115.0,698 ,8.0,6631.0,2721.0,22.0,229.0,16.0,,,Africa,06-06-2020
Czechia,9546,17.0,327 ,,6884.0,2335.0,12.0,892.0,31.0,468375.0,43742.0,Europe,06-06-2020
Moldova,9511,264.0,331 ,8.0,5450.0,3730.0,306.0,2357.0,82.0,58521.0,14505.0,Europe,06-06-2020
Ghana,9462,294.0,44 ,2.0,3547.0,5871.0,3.0,305.0,1.0,226741.0,7309.0,Africa,06-06-2020
Norway,8531,9.0,238 ,,8138.0,155.0,5.0,1574.0,44.0,257303.0,47488.0,Europe,06-06-2020
Malaysia,8303,37.0,117 ,1.0,6635.0,1551.0,5.0,257.0,4.0,560738.0,17341.0,Asia,06-06-2020
Morocco,8151,80.0,208  ,,7315.0,628.0,15.0,221.0,6.0,289457.0,7849.0,Africa,06-06-2020
Cameroon,7599,207.0,212 ,7.0,4587.0,2800.0,28.0,287.0,8.0,,,Africa,06-06-2020
Australia,7255,4.0,102 ,,6690.0,463.0,2.0,285.0,4.0,1603027.0,62916.0,Australia/Oceania,06-06-2020
Azerbaijan,7239,379.0,84 ,2.0,4024.0,3131.0,66.0,714.0,8.0,328385.0,32408.0,Asia,06-06-2020
Finland,6964,23.0,322 ,,5800.0,842.0,7.0,1257.0,58.0,200500.0,36190.0,Europe,06-06-2020
Guatemala,6485,331.0,216 ,58.0,1053.0,5216.0,5.0,362.0,12.0,31427.0,1757.0,North America,06-06-2020
Honduras,5971,91.0,248 ,5.0,677.0,5046.0,13.0,604.0,25.0,14790.0,1495.0,North America,06-06-2020
Sudan,5865,,347 ,,1924.0,3594.0,,134.0,8.0,401.0,9.0,Africa,06-06-2020
Tajikistan,4370,,48 ,,2491.0,1831.0,,459.0,5.0,,,Asia,06-06-2020
Senegal,4249,94.0,47 ,2.0,2512.0,1690.0,15.0,254.0,3.0,49180.0,2943.0,Africa,06-06-2020
Djibouti,4169,46.0,26 ,,1815.0,2328.0,,4224.0,26.0,35165.0,35630.0,Africa,06-06-2020
Uzbekistan,4064,57.0,17 ,1.0,3268.0,779.0,13.0,122.0,0.5,748555.0,22389.0,Asia,06-06-2020
Guinea,4060,,23 ,,2667.0,1370.0,24.0,310.0,2.0,14407.0,1099.0,Africa,06-06-2020
Luxembourg,4035,3.0,110 ,,3888.0,37.0,1.0,6454.0,176.0,84934.0,135845.0,Europe,06-06-2020
Hungary,3990,20.0,545 ,3.0,2279.0,1166.0,21.0,413.0,56.0,206853.0,21409.0,Europe,06-06-2020
DRC,3878,114.0,82 ,1.0,537.0,3259.0,,43.0,0.9,,,Africa,06-06-2020
Ivory Coast,3431,,36 ,,1604.0,1791.0,,130.0,1.0,29856.0,1134.0,Africa,06-06-2020
Nepal,3235,323.0,13 ,2.0,365.0,2857.0,,111.0,0.4,229912.0,7901.0,Asia,06-06-2020
Thailand,3104,2.0,58 ,,2971.0,75.0,1.0,44.0,0.8,420529.0,6026.0,Asia,06-06-2020
Gabon,3101,,21 ,,833.0,2247.0,13.0,1396.0,9.0,16730.0,7530.0,Africa,06-06-2020
Greece,2980,13.0,180 ,,1374.0,1426.0,9.0,286.0,17.0,193929.0,18600.0,Europe,06-06-2020
El Salvador,2934,85.0,53 ,,1281.0,1600.0,58.0,452.0,8.0,104060.0,16049.0,North America,06-06-2020
Haiti,2924,184.0,50 ,,24.0,2850.0,,257.0,4.0,6626.0,582.0,North America,06-06-2020
North Macedonia,2915,125.0,151 ,2.0,1640.0,1124.0,34.0,1399.0,72.0,35471.0,17026.0,Europe,06-06-2020
Bulgaria,2668,41.0,160 ,1.0,1528.0,980.0,12.0,384.0,23.0,89086.0,12815.0,Europe,06-06-2020
Bosnia and Herzegovina,2606,,159 ,,1968.0,479.0,4.0,794.0,48.0,69654.0,21222.0,Europe,06-06-2020
Kenya,2600,126.0,83 ,4.0,643.0,1874.0,7.0,48.0,2.0,94507.0,1761.0,Africa,06-06-2020
Somalia,2289,85.0,82 ,3.0,431.0,1776.0,2.0,144.0,5.0,,,Africa,06-06-2020
Croatia,2247,,104 ,1.0,2121.0,22.0,2.0,547.0,25.0,68514.0,16683.0,Europe,06-06-2020
Cuba,2173,40.0,83 ,,1855.0,235.0,3.0,192.0,7.0,116468.0,10282.0,North America,06-06-2020
Venezuela,2145,,20 ,,334.0,1791.0,,75.0,0.7,1009524.0,35495.0,South America,06-06-2020
Mayotte,2079,,25 ,,1523.0,531.0,12.0,7635.0,92.0,8150.0,29930.0,Africa,06-06-2020
Kyrgyzstan,1974,38.0,22 ,,1360.0,592.0,5.0,303.0,3.0,127051.0,19498.0,Asia,06-06-2020
Ethiopia,1934,129.0,20 ,1.0,281.0,1633.0,27.0,17.0,0.2,136868.0,1193.0,Africa,06-06-2020
Estonia,1931,21.0,69 ,,1675.0,187.0,,1456.0,52.0,89000.0,67095.0,Europe,06-06-2020
Maldives,1901,18.0,8 ,1.0,763.0,1130.0,9.0,3521.0,15.0,28940.0,53609.0,Asia,06-06-2020
Sri Lanka,1814,13.0,11 ,,891.0,912.0,1.0,85.0,0.5,73996.0,3457.0,Asia,06-06-2020
Iceland,1806,,10 ,,1794.0,2.0,,5295.0,29.0,62230.0,182444.0,Europe,06-06-2020
Lithuania,1705,11.0,71 ,,1321.0,313.0,17.0,626.0,26.0,331229.0,121574.0,Europe,06-06-2020
CAR,1570,119.0,5 ,1.0,37.0,1528.0,,325.0,1.0,15881.0,3292.0,Africa,06-06-2020
Slovakia,1528,2.0,28 ,,1379.0,121.0,,280.0,5.0,188235.0,34479.0,Europe,06-06-2020
Mali,1523,38.0,90 ,3.0,845.0,588.0,,75.0,4.0,3483.0,172.0,Africa,06-06-2020
New Zealand,1504,,22 ,,1481.0,1.0,,301.0,4.0,291194.0,58214.0,Australia/Oceania,06-06-2020
Slovenia,1484,5.0,109 ,,1359.0,16.0,,714.0,52.0,84244.0,40523.0,Europe,06-06-2020
Guinea-Bissau,1368,,12 ,,153.0,1203.0,,696.0,6.0,1500.0,764.0,Africa,06-06-2020
Lebanon,1320,8.0,29 ,1.0,768.0,523.0,4.0,193.0,4.0,93907.0,13754.0,Asia,06-06-2020
Equatorial Guinea,1306,,12 ,,200.0,1094.0,,933.0,9.0,8268.0,5909.0,Africa,06-06-2020
Albania,1232,20.0,34 ,1.0,925.0,273.0,5.0,428.0,12.0,16063.0,5581.0,Europe,06-06-2020
Costa Rica,1228,,10 ,,695.0,523.0,4.0,241.0,2.0,28753.0,5648.0,North America,06-06-2020
Nicaragua,1118,,46 ,,370.0,702.0,,169.0,7.0,,,North America,06-06-2020
Hong Kong,1106,3.0,4 ,,1048.0,54.0,2.0,148.0,0.5,202930.0,27084.0,Asia,06-06-2020
Zambia,1089,,7 ,,912.0,170.0,1.0,59.0,0.4,28236.0,1539.0,Africa,06-06-2020
Tunisia,1087,,49 ,,977.0,61.0,1.0,92.0,4.0,54653.0,4628.0,Africa,06-06-2020
Paraguay,1087,,11 ,,516.0,560.0,2.0,153.0,2.0,35258.0,4948.0,South America,06-06-2020
Latvia,1086,1.0,25 ,,781.0,280.0,3.0,575.0,13.0,116535.0,61742.0,Europe,06-06-2020
Madagascar,1026,51.0,8 ,1.0,212.0,806.0,8.0,37.0,0.3,13230.0,479.0,Africa,06-06-2020
South Sudan,994,,10 ,,6.0,978.0,,89.0,0.9,3356.0,300.0,Africa,06-06-2020
Niger,966,,65 ,,863.0,38.0,,40.0,3.0,6119.0,254.0,Africa,06-06-2020
Cyprus,960,,18 ,1.0,807.0,135.0,4.0,796.0,15.0,125312.0,103842.0,Asia,06-06-2020
Sierra Leone,946,17.0,48 ,1.0,600.0,298.0,,119.0,6.0,,,Africa,06-06-2020
Burkina Faso,888,,53 ,,760.0,75.0,,43.0,3.0,,,Africa,06-06-2020
Mauritania,883,,43 ,,69.0,771.0,,190.0,9.0,7654.0,1650.0,Africa,06-06-2020
Andorra,852,,51 ,,741.0,60.0,7.0,11028.0,660.0,3750.0,48539.0,Europe,06-06-2020
Chad,836,,68 ,,657.0,111.0,,51.0,4.0,,,Africa,06-06-2020
Uruguay,834,,23 ,,721.0,90.0,4.0,240.0,7.0,47433.0,13658.0,South America,06-06-2020
Georgia,808,3.0,13 ,,663.0,132.0,6.0,203.0,3.0,61395.0,15389.0,Asia,06-06-2020
Jordan,795,11.0,9 ,,586.0,200.0,5.0,78.0,0.9,217905.0,21372.0,Asia,06-06-2020
Diamond Princess,712,,13 ,,651.0,48.0,4.0,,,,,,06-06-2020
San Marino,680,,42 ,,428.0,210.0,1.0,20044.0,1238.0,4749.0,139981.0,Europe,06-06-2020
French Guiana,639,50.0,1 ,,348.0,290.0,1.0,2144.0,3.0,,,South America,06-06-2020
Congo,635,,20 ,,182.0,433.0,,115.0,4.0,,,Africa,06-06-2020
Malta,627,2.0,9 ,,596.0,22.0,,1420.0,20.0,74469.0,168686.0,Europe,06-06-2020
Jamaica,595,4.0,10 ,,385.0,200.0,2.0,201.0,3.0,13993.0,4727.0,North America,06-06-2020
Uganda,593,36.0, ,,82.0,511.0,,13.0,,99092.0,2172.0,Africa,06-06-2020
Channel Islands,563,2.0,46 ,,512.0,5.0,,3240.0,265.0,10255.0,59021.0,Europe,06-06-2020
Cabo Verde,542,6.0,5 ,,240.0,297.0,,976.0,9.0,1307.0,2353.0,Africa,06-06-2020
Tanzania,509,,21 ,,183.0,305.0,7.0,9.0,0.4,,,Africa,06-06-2020
Sao Tome and Principe,499,,12 ,,68.0,419.0,,2280.0,55.0,175.0,800.0,Africa,06-06-2020
Togo,485,,13 ,,240.0,232.0,,59.0,2.0,21812.0,2640.0,Africa,06-06-2020
Réunion,480,,1 ,,411.0,68.0,4.0,536.0,1.0,17200.0,19221.0,Africa,06-06-2020
Yemen,469,,111 ,,23.0,335.0,,16.0,4.0,120.0,4.0,Asia,06-06-2020
Palestine,464,,3 ,,400.0,61.0,,91.0,0.6,44876.0,8813.0,Asia,06-06-2020
Taiwan,443,,7 ,,429.0,7.0,,19.0,0.3,73225.0,3075.0,Asia,06-06-2020
Rwanda,420,,2 ,,282.0,136.0,,32.0,0.2,72510.0,5609.0,Africa,06-06-2020
Mozambique,409,55.0,2 ,,126.0,281.0,,13.0,0.06,12343.0,396.0,Africa,06-06-2020
Malawi,409,,4 ,,55.0,350.0,3.0,21.0,0.2,6172.0,323.0,Africa,06-06-2020
Liberia,345,11.0,30 ,,185.0,130.0,,68.0,6.0,,,Africa,06-06-2020
Mauritius,337,,10 ,,324.0,3.0,,265.0,8.0,131516.0,103423.0,Africa,06-06-2020
Isle of Man,336,,24 ,,312.0,0.0,,3953.0,282.0,5123.0,60269.0,Europe,06-06-2020
Vietnam,329,1.0, ,,307.0,22.0,1.0,3.0,,275000.0,2827.0,Asia,06-06-2020
Montenegro,324,,9 ,,315.0,0.0,,516.0,14.0,13186.0,20995.0,Europe,06-06-2020
Eswatini,305,,3 ,,221.0,81.0,5.0,263.0,3.0,6551.0,5651.0,Africa,06-06-2020
Zimbabwe,265,,4 ,,33.0,228.0,,18.0,0.3,52218.0,3517.0,Africa,06-06-2020
Benin,261,,3 ,,151.0,107.0,,22.0,0.2,40900.0,3381.0,Africa,06-06-2020
Myanmar,240,4.0,6 ,,156.0,78.0,,4.0,0.1,33587.0,618.0,Asia,06-06-2020
Libya,239,,5 ,,52.0,182.0,,35.0,0.7,8840.0,1288.0,Africa,06-06-2020
Martinique,202,,14 ,,98.0,90.0,,538.0,37.0,,,North America,06-06-2020
Mongolia,193,2.0, ,,71.0,122.0,14.0,59.0,,16062.0,4905.0,Asia,06-06-2020
Faeroe Islands,187,, ,,187.0,0.0,,3828.0,,10134.0,207447.0,Europe,06-06-2020
Gibraltar,175,1.0, ,,155.0,20.0,,5194.0,,8908.0,264395.0,Europe,06-06-2020
Cayman Islands,164,,1 ,,93.0,70.0,,2497.0,15.0,13947.0,212390.0,North America,06-06-2020
Guadeloupe,164,,14 ,,144.0,6.0,1.0,410.0,35.0,4975.0,12434.0,North America,06-06-2020
Guyana,153,,12 ,,77.0,64.0,3.0,195.0,15.0,1719.0,2186.0,South America,06-06-2020
Bermuda,141,,9 ,,114.0,18.0,2.0,2263.0,144.0,7891.0,126676.0,North America,06-06-2020
Brunei ,141,,2 ,,138.0,1.0,1.0,323.0,5.0,20619.0,47163.0,Asia,06-06-2020
Comoros,132,,2 ,,55.0,75.0,,152.0,2.0,,,Africa,06-06-2020
Cambodia,125,, ,,123.0,2.0,1.0,7.0,,23156.0,1386.0,Asia,06-06-2020
Syria,124,,6 ,,53.0,65.0,,7.0,0.3,,,Asia,06-06-2020
Trinidad and Tobago,117,,8 ,,108.0,1.0,,84.0,6.0,3325.0,2376.0,North America,06-06-2020
Bahamas,102,,11 ,,55.0,36.0,2.0,260.0,28.0,2156.0,5486.0,North America,06-06-2020
Aruba,101,,3 ,,98.0,0.0,,946.0,28.0,2168.0,20312.0,North America,06-06-2020
Monaco,99,,4 ,,93.0,2.0,1.0,2524.0,102.0,16200.0,413023.0,Europe,06-06-2020
Barbados,92,,7 ,,81.0,4.0,1.0,320.0,24.0,5812.0,20226.0,North America,06-06-2020
Suriname,91,1.0,1 ,,9.0,81.0,,155.0,2.0,1165.0,1987.0,South America,06-06-2020
Angola,86,,4 ,,21.0,61.0,1.0,3.0,0.1,10000.0,305.0,Africa,06-06-2020
Liechtenstein,82,,1 ,,55.0,26.0,,2151.0,26.0,900.0,23609.0,Europe,06-06-2020
Sint Maarten,77,,15 ,,61.0,1.0,1.0,1797.0,350.0,470.0,10971.0,North America,06-06-2020
Burundi,63,,1 ,,33.0,29.0,,5.0,0.08,284.0,24.0,Africa,06-06-2020
French Polynesia,60,, ,,60.0,0.0,,214.0,,4040.0,14388.0,Australia/Oceania,06-06-2020
Bhutan,48,, ,,11.0,37.0,,62.0,,19004.0,24648.0,Asia,06-06-2020
Macao,45,, ,,45.0,0.0,,69.0,,,,Asia,06-06-2020
Saint Martin,41,,3 ,,33.0,5.0,1.0,1062.0,78.0,614.0,15900.0,North America,06-06-2020
Botswana,40,,1 ,,23.0,16.0,,17.0,0.4,24006.0,10224.0,Africa,06-06-2020
Eritrea,39,, ,,39.0,0.0,,11.0,,,,Africa,06-06-2020
Namibia,29,4.0, ,,16.0,13.0,,11.0,,4588.0,1808.0,Africa,06-06-2020
St. Vincent Grenadines,26,, ,,15.0,11.0,,234.0,,600.0,5409.0,North America,06-06-2020
Antigua and Barbuda,26,,3 ,,20.0,3.0,1.0,266.0,31.0,246.0,2513.0,North America,06-06-2020
Gambia,26,,1 ,,21.0,4.0,,11.0,0.4,1907.0,791.0,Africa,06-06-2020
Timor-Leste,24,, ,,24.0,0.0,,18.0,,1568.0,1191.0,Asia,06-06-2020
Grenada,23,, ,,22.0,1.0,2.0,204.0,,3516.0,31257.0,North America,06-06-2020
Curaçao,21,,1 ,,15.0,5.0,,128.0,6.0,985.0,6004.0,North America,06-06-2020
New Caledonia,20,, ,,18.0,2.0,,70.0,,7055.0,24728.0,Australia/Oceania,06-06-2020
Belize,19,,2 ,,16.0,1.0,,48.0,5.0,1741.0,4384.0,North America,06-06-2020
Laos,19,, ,,18.0,1.0,,3.0,,7824.0,1077.0,Asia,06-06-2020
Saint Lucia,19,, ,,18.0,1.0,,104.0,,1204.0,6559.0,North America,06-06-2020
Dominica,18,, ,,16.0,2.0,,250.0,,534.0,7419.0,North America,06-06-2020
Fiji,18,, ,,18.0,0.0,,20.0,,2431.0,2713.0,Australia/Oceania,06-06-2020
Saint Kitts and Nevis,15,, ,,15.0,0.0,,282.0,,403.0,7579.0,North America,06-06-2020
Greenland,13,, ,,13.0,0.0,,229.0,,2288.0,40308.0,North America,06-06-2020
Falkland Islands,13,, ,,13.0,0.0,,3744.0,,535.0,154090.0,South America,06-06-2020
Turks and Caicos,12,,1 ,,11.0,0.0,,310.0,26.0,192.0,4964.0,North America,06-06-2020
Vatican City,12,, ,,2.0,10.0,,14981.0,,,,Europe,06-06-2020
Montserrat,11,,1 ,,10.0,0.0,,2204.0,200.0,61.0,12220.0,North America,06-06-2020
Seychelles,11,, ,,11.0,0.0,,112.0,,,,Africa,06-06-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,06-06-2020
Western Sahara,9,,1 ,,6.0,2.0,,15.0,2.0,,,Africa,06-06-2020
British Virgin Islands,8,,1 ,,7.0,0.0,,265.0,33.0,167.0,5527.0,North America,06-06-2020
Papua New Guinea,8,, ,,8.0,0.0,,0.9,,4646.0,520.0,Australia/Oceania,06-06-2020
Caribbean Netherlands,7,, ,,7.0,0.0,,267.0,,424.0,16180.0,North America,06-06-2020
St. Barth,6,, ,,6.0,0.0,,608.0,,137.0,13873.0,North America,06-06-2020
Lesotho,4,, ,,2.0,2.0,,2.0,,1515.0,708.0,Africa,06-06-2020
World,7038233,69111.0,403379,1680.0,3442281.0,3192573.0,53734.0,903.0,51.7,,,All,06-07-2020
USA,1996571,8027.0,112205 ,109.0,752921.0,1131445.0,17016.0,6034.0,339.0,20952444.0,63324.0,North America,06-07-2020
Brazil,678360,4773.0,36078 ,121.0,302084.0,340198.0,8318.0,3193.0,170.0,999836.0,4706.0,South America,06-07-2020
