Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Mauritius,346,1.0,10 ,,334.0,2.0,,272.0,8.0,205285.0,161384.0,Africa,08-15-2020
Martinique,336,,16 ,,98.0,222.0,2.0,895.0,43.0,12227.0,32586.0,North America,08-15-2020
Isle of Man,336,,24 ,,312.0,0.0,,3949.0,282.0,9066.0,106549.0,Europe,08-15-2020
Mongolia,298,1.0, ,,272.0,26.0,1.0,91.0,,43158.0,13140.0,Asia,08-15-2020
Eritrea,285,, ,,248.0,37.0,,80.0,,,,Africa,08-15-2020
Turks and Caicos,274,16.0,2 ,,54.0,218.0,3.0,7066.0,52.0,1672.0,43116.0,North America,08-15-2020
Cambodia,273,, ,,229.0,44.0,1.0,16.0,,78631.0,4695.0,Asia,08-15-2020
Papua New Guinea,271,,3 ,,78.0,190.0,,30.0,0.3,11920.0,1329.0,Australia/Oceania,08-15-2020
Sint Maarten,269,6.0,17 ,,102.0,150.0,3.0,6265.0,396.0,1672.0,38943.0,North America,08-15-2020
Gibraltar,209,3.0, ,,190.0,19.0,,6204.0,,27046.0,802790.0,Europe,08-15-2020
Cayman Islands,203,,1 ,,202.0,0.0,,3084.0,15.0,32468.0,493330.0,North America,08-15-2020
French Polynesia,166,, ,,64.0,102.0,1.0,591.0,,6525.0,23212.0,Australia/Oceania,08-15-2020
Bermuda,159,,9 ,,145.0,5.0,,2554.0,145.0,31582.0,507350.0,North America,08-15-2020
Barbados,148,,7 ,,119.0,22.0,,515.0,24.0,14037.0,48838.0,North America,08-15-2020
Monaco,146,,4 ,,114.0,28.0,4.0,3717.0,102.0,38209.0,972833.0,Europe,08-15-2020
Brunei ,142,,3 ,,138.0,1.0,,324.0,7.0,43312.0,98889.0,Asia,08-15-2020
Bhutan,133,2.0, ,,102.0,31.0,,172.0,,56340.0,72920.0,Asia,08-15-2020
Seychelles,127,, ,,126.0,1.0,,1290.0,,,,Africa,08-15-2020
Saint Martin,109,,4 ,,49.0,56.0,1.0,2813.0,103.0,2321.0,59908.0,North America,08-15-2020
Antigua and Barbuda,93,,3 ,,83.0,7.0,1.0,949.0,31.0,1780.0,18158.0,North America,08-15-2020
Liechtenstein,91,,1 ,,87.0,3.0,,2386.0,26.0,900.0,23596.0,Europe,08-15-2020
St. Vincent Grenadines,57,, ,,55.0,2.0,,514.0,,2649.0,23868.0,North America,08-15-2020
Macao,46,, ,,46.0,0.0,,71.0,,4071.0,6259.0,Asia,08-15-2020
Curaçao,33,1.0,1 ,,31.0,1.0,,201.0,6.0,1080.0,6578.0,North America,08-15-2020
Fiji,28,,1 ,,20.0,7.0,,31.0,1.0,6693.0,7460.0,Australia/Oceania,08-15-2020
Saint Lucia,25,, ,,25.0,0.0,,136.0,,4465.0,24302.0,North America,08-15-2020
Timor-Leste,25,, ,,24.0,1.0,,19.0,,4238.0,3207.0,Asia,08-15-2020
Grenada,24,, ,,23.0,1.0,,213.0,,6252.0,55530.0,North America,08-15-2020
New Caledonia,23,, ,,22.0,1.0,,80.0,,11265.0,39412.0,Australia/Oceania,08-15-2020
Laos,22,, ,,19.0,3.0,,3.0,,33538.0,4602.0,Asia,08-15-2020
Dominica,18,, ,,18.0,0.0,,250.0,,1005.0,13957.0,North America,08-15-2020
Saint Kitts and Nevis,17,, ,,17.0,0.0,,319.0,,1312.0,24641.0,North America,08-15-2020
Greenland,14,, ,,14.0,0.0,,247.0,,6296.0,110880.0,North America,08-15-2020
Montserrat,13,,1 ,,12.0,0.0,,2604.0,200.0,61.0,12220.0,North America,08-15-2020
Caribbean Netherlands,13,, ,,7.0,6.0,,495.0,,424.0,16151.0,North America,08-15-2020
Falkland Islands,13,, ,,13.0,0.0,,3724.0,,2256.0,646233.0,South America,08-15-2020
St. Barth,13,, ,,9.0,4.0,,1316.0,,1699.0,171946.0,North America,08-15-2020
Vatican City,12,, ,,12.0,0.0,,14981.0,,,,Europe,08-15-2020
Western Sahara,10,,1 ,,8.0,1.0,,17.0,2.0,,,Africa,08-15-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,08-15-2020
British Virgin Islands,9,,1 ,,7.0,1.0,,297.0,33.0,1522.0,50304.0,North America,08-15-2020
World,21725413,119926.0,771007,2781.0,14465101.0,6489305.0,64408.0,2787.0,98.9,,,All,08-16-2020
USA,5542421,12632.0,172840 ,234.0,2906579.0,2463002.0,17186.0,16732.0,522.0,70461693.0,212717.0,North America,08-16-2020
Brazil,3319845,2013.0,107341 ,44.0,2404272.0,808232.0,8318.0,15605.0,505.0,13464336.0,63288.0,South America,08-16-2020
India,2645091,55883.0,51021 ,937.0,1915385.0,678685.0,8944.0,1914.0,37.0,29309703.0,21213.0,Asia,08-16-2020
Russia,922853,4969.0,15685 ,68.0,732968.0,174200.0,2300.0,6323.0,107.0,32533818.0,222922.0,Europe,08-16-2020
South Africa,583653,,11677 ,,466941.0,105035.0,539.0,9826.0,197.0,3378029.0,56869.0,Africa,08-16-2020
Peru,525803,,26075 ,,359781.0,139947.0,1540.0,15920.0,789.0,2738229.0,82907.0,South America,08-16-2020
Mexico,517714,6345.0,56543 ,635.0,351372.0,109799.0,3653.0,4010.0,438.0,1171007.0,9071.0,North America,08-16-2020
Colombia,456689,,14810 ,,274420.0,167459.0,1493.0,8964.0,291.0,2143097.0,42063.0,South America,08-16-2020
Chile,385946,2044.0,10452 ,57.0,358828.0,16666.0,1190.0,20168.0,546.0,2019591.0,105536.0,South America,08-16-2020
Spain,358843,,28617 ,,,,617.0,7675.0,612.0,7472031.0,159805.0,Europe,08-16-2020
Iran,343203,2133.0,19639 ,147.0,297486.0,26078.0,3881.0,4080.0,233.0,2861825.0,34019.0,Asia,08-16-2020
UK,318484,1040.0,41366 ,5.0,,,73.0,4688.0,609.0,14503645.0,213506.0,Europe,08-16-2020
Saudi Arabia,298542,1227.0,3408 ,39.0,266953.0,28181.0,1774.0,8559.0,98.0,4202076.0,120475.0,Asia,08-16-2020
Argentina,289100,,5657 ,20.0,211702.0,71741.0,1716.0,6389.0,125.0,966926.0,21370.0,South America,08-16-2020
Pakistan,288717,670.0,6168 ,6.0,266301.0,16248.0,769.0,1304.0,28.0,2277153.0,10285.0,Asia,08-16-2020
Bangladesh,276549,2024.0,3657 ,32.0,158950.0,113942.0,,1677.0,22.0,1351666.0,8197.0,Asia,08-16-2020
Italy,253915,479.0,35396 ,4.0,203786.0,14733.0,56.0,4200.0,586.0,7557417.0,125018.0,Europe,08-16-2020
Turkey,248117,,5955 ,,229972.0,12190.0,668.0,2938.0,71.0,5659286.0,67013.0,Asia,08-16-2020
Germany,224706,228.0,9290 ,,202900.0,12516.0,224.0,2681.0,111.0,9265361.0,110542.0,Europe,08-16-2020
France,215521,,30409 ,,83848.0,101264.0,367.0,3301.0,466.0,6000000.0,91895.0,Europe,08-16-2020
Iraq,176931,4348.0,5860 ,75.0,125374.0,45697.0,572.0,4387.0,145.0,1282928.0,31812.0,Asia,08-16-2020
Philippines,161253,3420.0,2665 ,65.0,112586.0,46002.0,461.0,1469.0,24.0,2003875.0,18257.0,Asia,08-16-2020
Indonesia,139549,2081.0,6150 ,79.0,93103.0,40296.0,,510.0,22.0,1888215.0,6894.0,Asia,08-16-2020
Canada,122039,150.0,9025 ,1.0,108436.0,4578.0,2296.0,3230.0,239.0,4741146.0,125483.0,North America,08-16-2020
Qatar,115080,271.0,193 ,1.0,111794.0,3093.0,74.0,40986.0,69.0,551273.0,196336.0,Asia,08-16-2020
Kazakhstan,102696,409.0,1269 ,,81558.0,19869.0,221.0,5461.0,67.0,2252153.0,119769.0,Asia,08-16-2020
Ecuador,100688,,6065 ,,79354.0,15269.0,352.0,5696.0,343.0,284704.0,16107.0,South America,08-16-2020
Bolivia,99146,1196.0,4003 ,64.0,35638.0,59505.0,71.0,8480.0,342.0,212019.0,18133.0,South America,08-16-2020
Egypt,96336,,5141 ,,58835.0,32360.0,41.0,939.0,50.0,135000.0,1316.0,Africa,08-16-2020
Israel,92680,447.0,685 ,11.0,68510.0,23485.0,382.0,10077.0,74.0,2079941.0,226140.0,Asia,08-16-2020
Ukraine,91356,1637.0,2070 ,26.0,47822.0,41464.0,138.0,2091.0,47.0,1289589.0,29510.0,Europe,08-16-2020
Dominican Republic,85545,,1438 ,,51356.0,32751.0,303.0,7876.0,132.0,317643.0,29245.0,North America,08-16-2020
Sweden,84294,,5783 ,,,,31.0,8340.0,572.0,917036.0,90731.0,Europe,08-16-2020
Oman,83086,162.0,572 ,10.0,77680.0,4834.0,151.0,16223.0,112.0,309212.0,60374.0,Asia,08-16-2020
Panama,80665,,1746  ,,53857.0,25062.0,156.0,18660.0,404.0,268180.0,62036.0,North America,08-16-2020
Belgium,77869,756.0,9935 ,11.0,17981.0,49953.0,82.0,6715.0,857.0,1983514.0,171052.0,Europe,08-16-2020
Kuwait,76205,508.0,501 ,3.0,68135.0,7569.0,117.0,17812.0,117.0,558800.0,130615.0,Asia,08-16-2020
Romania,70461,1087.0,2991 ,37.0,32587.0,34883.0,479.0,3666.0,156.0,1513888.0,78763.0,Europe,08-16-2020
Belarus,69516,92.0,610 ,3.0,67072.0,1834.0,,7357.0,65.0,1422158.0,150510.0,Europe,08-16-2020
UAE,64312,210.0,364 ,3.0,57694.0,6254.0,,6493.0,37.0,5990528.0,604797.0,Asia,08-16-2020
Netherlands,63002,507.0,6172 ,3.0,,,55.0,3676.0,360.0,1195475.0,69749.0,Europe,08-16-2020
Guatemala,62313,,2355 ,,50183.0,9775.0,5.0,3470.0,131.0,200558.0,11170.0,North America,08-16-2020
Poland,56684,594.0,1877 ,8.0,39130.0,15677.0,81.0,1498.0,50.0,2375706.0,62781.0,Europe,08-16-2020
Singapore,55747,86.0,27 ,,51953.0,3767.0,,9520.0,5.0,1610906.0,275083.0,Asia,08-16-2020
Portugal,54102,121.0,1778 ,3.0,39697.0,12627.0,39.0,5308.0,174.0,1799226.0,176518.0,Europe,08-16-2020
Japan,53577,,1085 ,,38945.0,13547.0,229.0,424.0,9.0,1164029.0,9207.0,Asia,08-16-2020
Honduras,49979,512.0,1567 ,19.0,7255.0,41157.0,37.0,5036.0,158.0,122434.0,12338.0,North America,08-16-2020
Nigeria,48770,,974 ,,36290.0,11506.0,7.0,236.0,5.0,347545.0,1681.0,Africa,08-16-2020
Bahrain,46430,,170 ,,42806.0,3454.0,35.0,27182.0,100.0,962334.0,563384.0,Asia,08-16-2020
Ghana,42532,322.0,231 ,,40362.0,1939.0,6.0,1365.0,7.0,425969.0,13675.0,Africa,08-16-2020
Morocco,42489,1472.0,658 ,26.0,29344.0,12487.0,31.0,1149.0,18.0,1605613.0,43437.0,Africa,08-16-2020
Kyrgyzstan,41856,211.0,1495 ,2.0,34276.0,6085.0,24.0,6403.0,229.0,267718.0,40953.0,Asia,08-16-2020
Armenia,41663,168.0,818 ,1.0,34584.0,6261.0,,14057.0,276.0,185310.0,62521.0,Asia,08-16-2020
Algeria,38583,450.0,1370 ,10.0,27017.0,10196.0,40.0,878.0,31.0,,,Africa,08-16-2020
Switzerland,38124,200.0,1991 ,,33300.0,2833.0,26.0,4401.0,230.0,881683.0,101782.0,Europe,08-16-2020
Afghanistan,37596,45.0,1375 ,5.0,27166.0,9055.0,31.0,963.0,35.0,98718.0,2529.0,Asia,08-16-2020
Uzbekistan,35109,581.0,230 ,5.0,30664.0,4215.0,410.0,1047.0,7.0,1377915.0,41097.0,Asia,08-16-2020
Azerbaijan,34219,112.0,506 ,,31875.0,1838.0,,3371.0,50.0,831755.0,81942.0,Asia,08-16-2020
Venezuela,32607,,276 ,,21747.0,10584.0,85.0,1147.0,10.0,1640528.0,57713.0,South America,08-16-2020
Moldova,30183,278.0,896 ,1.0,21220.0,8067.0,362.0,7484.0,222.0,128076.0,31759.0,Europe,08-16-2020
Kenya,30120,271.0,474 ,2.0,16656.0,12990.0,44.0,559.0,9.0,391416.0,7260.0,Africa,08-16-2020
Ethiopia,29876,982.0,528 ,19.0,12359.0,16989.0,217.0,259.0,5.0,609463.0,5286.0,Africa,08-16-2020
Serbia,29682,211.0,674 ,4.0,27061.0,1947.0,73.0,3399.0,77.0,804568.0,92132.0,Europe,08-16-2020
Costa Rica,27737,,291 ,,9010.0,18436.0,104.0,5439.0,57.0,117914.0,23121.0,North America,08-16-2020
Ireland,27257,66.0,1774 ,,23364.0,2119.0,8.0,5513.0,359.0,709689.0,143529.0,Europe,08-16-2020
Nepal,26660,641.0,104 ,2.0,17335.0,9221.0,,913.0,4.0,830309.0,28436.0,Asia,08-16-2020
Austria,23370,191.0,728 ,,20681.0,1961.0,19.0,2593.0,81.0,1018490.0,113004.0,Europe,08-16-2020
Australia,23287,252.0,396 ,17.0,13634.0,9257.0,47.0,912.0,16.0,5292922.0,207272.0,Australia/Oceania,08-16-2020
El Salvador,22912,293.0,612 ,9.0,10807.0,11493.0,435.0,3530.0,94.0,278445.0,42902.0,North America,08-16-2020
Czechia,19956,65.0,397 ,2.0,13769.0,5790.0,26.0,1863.0,37.0,795760.0,74290.0,Europe,08-16-2020
Cameroon,18469,,401 ,,16540.0,1528.0,30.0,694.0,15.0,149000.0,5597.0,Africa,08-16-2020
Ivory Coast,16993,,108 ,,13759.0,3126.0,,642.0,4.0,112931.0,4269.0,Africa,08-16-2020
Palestine,16534,381.0,110 ,2.0,9838.0,6586.0,,3232.0,22.0,214862.0,42004.0,Asia,08-16-2020
Bosnia and Herzegovina,15801,,471 ,,9619.0,5711.0,,4820.0,144.0,161008.0,49115.0,Europe,08-16-2020
Denmark,15617,134.0,621 ,,13340.0,1656.0,,2695.0,107.0,1938033.0,334445.0,Europe,08-16-2020
S. Korea,15318,279.0,305 ,,13910.0,1103.0,13.0,299.0,6.0,1681787.0,32799.0,Asia,08-16-2020
Bulgaria,14333,,495 ,,9161.0,4677.0,55.0,2065.0,71.0,333530.0,48048.0,Europe,08-16-2020
Madagascar,13827,103.0,170 ,4.0,12424.0,1233.0,93.0,498.0,6.0,52321.0,1884.0,Africa,08-16-2020
North Macedonia,12739,86.0,544 ,5.0,9174.0,3021.0,4.0,6115.0,261.0,126284.0,60615.0,Europe,08-16-2020
Sudan,12314,103.0,798 ,2.0,6350.0,5166.0,,280.0,18.0,401.0,9.0,Africa,08-16-2020
Senegal,12162,130.0,253 ,2.0,7677.0,4232.0,53.0,724.0,15.0,129392.0,7704.0,Africa,08-16-2020
Norway,9989,24.0,261 ,,8857.0,871.0,2.0,1841.0,48.0,530446.0,97751.0,Europe,08-16-2020
DRC,9676,38.0,240 ,1.0,8705.0,731.0,,108.0,3.0,,,Africa,08-16-2020
Paraguay,9381,,127 ,,5841.0,3413.0,40.0,1313.0,18.0,151427.0,21199.0,South America,08-16-2020
Zambia,9343,157.0,260 ,,8412.0,671.0,,507.0,14.0,99835.0,5413.0,Africa,08-16-2020
Malaysia,9200,25.0,125 ,,8859.0,216.0,7.0,284.0,4.0,1114246.0,34373.0,Asia,08-16-2020
French Guiana,8588,,53 ,,7893.0,642.0,15.0,28667.0,177.0,46077.0,153807.0,South America,08-16-2020
Lebanon,8442,,97 ,,2650.0,5695.0,52.0,1238.0,14.0,408909.0,59944.0,Asia,08-16-2020
Guinea,8343,,50 ,,7210.0,1083.0,24.0,633.0,4.0,14407.0,1094.0,Africa,08-16-2020
Gabon,8225,,51 ,,6277.0,1897.0,1.0,3685.0,23.0,100298.0,44939.0,Africa,08-16-2020
Tajikistan,8065,36.0,64 ,,6855.0,1146.0,,843.0,7.0,,,Asia,08-16-2020
Haiti,7831,,196 ,,5235.0,2400.0,,686.0,17.0,18933.0,1658.0,North America,08-16-2020
Libya,7738,,145 ,,894.0,6699.0,,1124.0,21.0,79057.0,11486.0,Africa,08-16-2020
Finland,7731,11.0,333 ,,7050.0,348.0,,1395.0,60.0,467080.0,84283.0,Europe,08-16-2020
Luxembourg,7458,19.0,123 ,,6500.0,835.0,3.0,11891.0,196.0,685126.0,1092351.0,Europe,08-16-2020
Albania,7380,120.0,228 ,3.0,3794.0,3358.0,15.0,2565.0,79.0,46028.0,15996.0,Europe,08-16-2020
Greece,7075,217.0,228 ,2.0,3804.0,3043.0,24.0,679.0,22.0,719311.0,69055.0,Europe,08-16-2020
Mauritania,6693,,157 ,,5928.0,608.0,3.0,1435.0,34.0,58147.0,12468.0,Africa,08-16-2020
Croatia,6571,151.0,166 ,1.0,5220.0,1185.0,11.0,1602.0,40.0,137657.0,33559.0,Europe,08-16-2020
Maldives,5679,,22 ,,3208.0,2449.0,12.0,10484.0,41.0,94865.0,175130.0,Asia,08-16-2020
Djibouti,5369,2.0,59 ,,5202.0,108.0,,5425.0,60.0,63001.0,63654.0,Africa,08-16-2020
Zimbabwe,5176,,130 ,,2047.0,2999.0,,348.0,9.0,149748.0,10058.0,Africa,08-16-2020
Malawi,5026,,157 ,,2623.0,2246.0,4.0,262.0,8.0,38798.0,2022.0,Africa,08-16-2020
Hungary,4916,39.0,608 ,1.0,3623.0,685.0,6.0,509.0,63.0,378608.0,39205.0,Europe,08-16-2020
Equatorial Guinea,4821,,83 ,,2182.0,2556.0,,3424.0,59.0,44356.0,31500.0,Africa,08-16-2020
CAR,4652,,61 ,,1728.0,2863.0,2.0,961.0,13.0,29930.0,6184.0,Africa,08-16-2020
Hong Kong,4481,74.0,69 ,1.0,3548.0,864.0,27.0,597.0,9.0,780415.0,103992.0,Asia,08-16-2020
Nicaragua,4115,,128 ,,2913.0,1074.0,,620.0,19.0,,,North America,08-16-2020
Montenegro,3960,,75 ,,2830.0,1055.0,,6305.0,119.0,41951.0,66793.0,Europe,08-16-2020
Namibia,3907,,35 ,,2352.0,1520.0,14.0,1534.0,14.0,40397.0,15864.0,Africa,08-16-2020
Eswatini,3745,,69 ,,2268.0,1408.0,10.0,3224.0,59.0,28380.0,24431.0,Africa,08-16-2020
Congo,3745,,60 ,,1625.0,2060.0,,677.0,11.0,,,Africa,08-16-2020
Thailand,3377,1.0,58 ,,3194.0,125.0,1.0,48.0,0.8,749213.0,10730.0,Asia,08-16-2020
Cuba,3316,24.0,88 ,,2620.0,608.0,2.0,293.0,8.0,327689.0,28933.0,North America,08-16-2020
Somalia,3256,6.0,93 ,,2374.0,789.0,2.0,204.0,6.0,,,Africa,08-16-2020
Cabo Verde,3163,,34 ,,2302.0,827.0,,5681.0,61.0,61633.0,110706.0,Africa,08-16-2020
Mayotte,3119,,39 ,,2940.0,140.0,1.0,11401.0,143.0,13000.0,47518.0,Africa,08-16-2020
Suriname,2961,,42 ,,1990.0,929.0,15.0,5042.0,72.0,4449.0,7576.0,South America,08-16-2020
Slovakia,2902,47.0,31 ,,1969.0,902.0,6.0,532.0,6.0,294838.0,54000.0,Europe,08-16-2020
Sri Lanka,2893,3.0,11 ,,2670.0,212.0,1.0,135.0,0.5,166737.0,7783.0,Asia,08-16-2020
Mozambique,2855,64.0,19 ,,1163.0,1673.0,,91.0,0.6,77584.0,2474.0,Africa,08-16-2020
Mali,2614,,125 ,,1986.0,503.0,,129.0,6.0,31412.0,1546.0,Africa,08-16-2020
South Sudan,2488,,47 ,,1175.0,1266.0,,222.0,4.0,12044.0,1074.0,Africa,08-16-2020
Slovenia,2416,15.0,129 ,,2051.0,236.0,2.0,1162.0,62.0,143295.0,68926.0,Europe,08-16-2020
Lithuania,2416,30.0,81 ,,1704.0,631.0,6.0,889.0,30.0,578700.0,212977.0,Europe,08-16-2020
Rwanda,2352,,8 ,,1631.0,713.0,,181.0,0.6,329474.0,25365.0,Africa,08-16-2020
Estonia,2190,6.0,63 ,,1976.0,151.0,,1651.0,47.0,134552.0,101422.0,Europe,08-16-2020
Guinea-Bissau,2117,,33 ,,1015.0,1069.0,5.0,1073.0,17.0,1500.0,760.0,Africa,08-16-2020
Tunisia,2107,84.0,54 ,,1358.0,695.0,9.0,178.0,5.0,113025.0,9551.0,Africa,08-16-2020
Benin,2063,,39 ,,1690.0,334.0,,170.0,3.0,107057.0,8804.0,Africa,08-16-2020
Iceland,2011,12.0,10 ,,1880.0,121.0,1.0,5888.0,29.0,181124.0,530347.0,Europe,08-16-2020
Sierra Leone,1954,,69 ,,1505.0,380.0,,244.0,9.0,,,Africa,08-16-2020
Angola,1879,,86 ,,628.0,1165.0,20.0,57.0,3.0,64747.0,1963.0,Africa,08-16-2020
Yemen,1858,,528 ,,1013.0,317.0,,62.0,18.0,120.0,4.0,Asia,08-16-2020
Gambia,1689,,54 ,,347.0,1288.0,,697.0,22.0,6312.0,2603.0,Africa,08-16-2020
New Zealand,1622,13.0,22 ,,1531.0,69.0,3.0,324.0,4.0,571942.0,114340.0,Australia/Oceania,08-16-2020
Syria,1593,,60 ,,408.0,1125.0,,91.0,3.0,,,Asia,08-16-2020
Uruguay,1434,,38 ,,1194.0,202.0,4.0,413.0,11.0,144228.0,41501.0,South America,08-16-2020
Uganda,1434,,13 ,,1142.0,279.0,,31.0,0.3,312792.0,6814.0,Africa,08-16-2020
Jordan,1378,39.0,11 ,,1236.0,131.0,3.0,135.0,1.0,692760.0,67814.0,Asia,08-16-2020
Georgia,1336,15.0,17 ,,1088.0,231.0,,335.0,4.0,301183.0,75519.0,Asia,08-16-2020
Cyprus,1332,,20 ,,870.0,442.0,5.0,1102.0,17.0,239630.0,198295.0,Asia,08-16-2020
Latvia,1322,7.0,32 ,,1078.0,212.0,,702.0,17.0,225636.0,119801.0,Europe,08-16-2020
Malta,1306,63.0,9 ,,749.0,548.0,3.0,2957.0,20.0,154522.0,349841.0,Europe,08-16-2020
Liberia,1257,,82 ,,788.0,387.0,,248.0,16.0,,,Africa,08-16-2020
Bahamas,1252,,17 ,,160.0,1075.0,1.0,3180.0,43.0,7533.0,19133.0,North America,08-16-2020
Burkina Faso,1249,9.0,54 ,,1013.0,182.0,,60.0,3.0,,,Africa,08-16-2020
Botswana,1214,,3 ,,120.0,1091.0,1.0,515.0,1.0,87280.0,37026.0,Africa,08-16-2020
Niger,1165,,69 ,,1077.0,19.0,,48.0,3.0,9052.0,372.0,Africa,08-16-2020
Togo,1130,,27 ,,836.0,267.0,2.0,136.0,3.0,52286.0,6298.0,Africa,08-16-2020
Jamaica,1106,24.0,14 ,,761.0,331.0,2.0,373.0,5.0,46227.0,15602.0,North America,08-16-2020
Aruba,1048,,4 ,,193.0,851.0,,9811.0,37.0,14047.0,131498.0,North America,08-16-2020
Andorra,989,,53 ,,863.0,73.0,1.0,12797.0,686.0,3750.0,48524.0,Europe,08-16-2020
Vietnam,962,11.0,24 ,1.0,456.0,482.0,,10.0,0.2,723596.0,7426.0,Asia,08-16-2020
Chad,952,,76 ,,864.0,12.0,,58.0,5.0,,,Africa,08-16-2020
Lesotho,903,,25 ,,271.0,607.0,,421.0,12.0,11097.0,5175.0,Africa,08-16-2020
Sao Tome and Principe,885,,15 ,,815.0,55.0,,4029.0,68.0,3261.0,14847.0,Africa,08-16-2020
Réunion,816,,5 ,,657.0,154.0,4.0,911.0,6.0,35419.0,39525.0,Africa,08-16-2020
Diamond Princess,712,,13 ,,651.0,48.0,4.0,,,,,,08-16-2020
San Marino,699,,42 ,,657.0,0.0,,20595.0,1237.0,6068.0,178786.0,Europe,08-16-2020
Guyana,674,,22 ,,310.0,342.0,7.0,856.0,28.0,5933.0,7538.0,South America,08-16-2020
Channel Islands,607,,47 ,,545.0,15.0,,3487.0,270.0,52055.0,299062.0,Europe,08-16-2020
Trinidad and Tobago,519,22.0,11 ,1.0,140.0,368.0,3.0,371.0,8.0,13494.0,9638.0,North America,08-16-2020
Tanzania,509,,21 ,,183.0,305.0,7.0,8.0,0.4,,,Africa,08-16-2020
Taiwan,484,2.0,7 ,,450.0,27.0,,20.0,0.3,84446.0,3545.0,Asia,08-16-2020
Belize,452,64.0,3 ,,35.0,414.0,3.0,1134.0,8.0,5117.0,12841.0,North America,08-16-2020
Guadeloupe,446,,14 ,,289.0,143.0,2.0,1115.0,35.0,22696.0,56721.0,North America,08-16-2020
Burundi,413,1.0,1 ,,315.0,97.0,,35.0,0.08,17306.0,1451.0,Africa,08-16-2020
Comoros,405,2.0,7 ,,379.0,19.0,,465.0,8.0,,,Africa,08-16-2020
Myanmar,375,1.0,6 ,,329.0,40.0,,7.0,0.1,135402.0,2486.0,Asia,08-16-2020
Faeroe Islands,372,2.0, ,,225.0,147.0,,7610.0,,71738.0,1467455.0,Europe,08-16-2020
Mauritius,346,,10 ,,334.0,2.0,,272.0,8.0,205285.0,161383.0,Africa,08-16-2020
Martinique,336,,16 ,,98.0,222.0,2.0,895.0,43.0,12227.0,32586.0,North America,08-16-2020
Isle of Man,336,,24 ,,312.0,0.0,,3949.0,282.0,9066.0,106547.0,Europe,08-16-2020
Papua New Guinea,323,52.0,3 ,,110.0,210.0,,36.0,0.3,13361.0,1490.0,Australia/Oceania,08-16-2020
Sint Maarten,300,31.0,17 ,,107.0,176.0,3.0,6987.0,396.0,1672.0,38942.0,North America,08-16-2020
Turks and Caicos,298,24.0,2 ,,55.0,241.0,3.0,7684.0,52.0,1840.0,47446.0,North America,08-16-2020
Mongolia,298,, ,,276.0,22.0,1.0,91.0,,43785.0,13330.0,Asia,08-16-2020
Eritrea,285,, ,,248.0,37.0,,80.0,,,,Africa,08-16-2020
Cambodia,273,, ,,238.0,35.0,1.0,16.0,,79860.0,4769.0,Asia,08-16-2020
Gibraltar,215,6.0, ,,190.0,25.0,,6382.0,,27328.0,811161.0,Europe,08-16-2020
Cayman Islands,203,,1 ,,202.0,0.0,,3084.0,15.0,32468.0,493307.0,North America,08-16-2020
French Polynesia,166,, ,,64.0,102.0,1.0,591.0,,6525.0,23211.0,Australia/Oceania,08-16-2020
Bermuda,162,,9 ,,147.0,6.0,,2602.0,145.0,32415.0,520740.0,North America,08-16-2020
Barbados,150,,7 ,,121.0,22.0,,522.0,24.0,14217.0,49464.0,North America,08-16-2020
Monaco,146,,4 ,,114.0,28.0,4.0,3717.0,102.0,38209.0,972809.0,Europe,08-16-2020
Brunei ,142,,3 ,,138.0,1.0,,324.0,7.0,46783.0,106811.0,Asia,08-16-2020
Bhutan,138,5.0, ,,102.0,36.0,,179.0,,59440.0,76930.0,Asia,08-16-2020
Seychelles,127,, ,,126.0,1.0,,1290.0,,,,Africa,08-16-2020
Saint Martin,109,,4 ,,49.0,56.0,1.0,2813.0,103.0,2321.0,59905.0,North America,08-16-2020
Antigua and Barbuda,93,,3 ,,83.0,7.0,1.0,949.0,31.0,1780.0,18158.0,North America,08-16-2020
Liechtenstein,91,,1 ,,87.0,3.0,,2386.0,26.0,900.0,23596.0,Europe,08-16-2020
St. Vincent Grenadines,57,, ,,55.0,2.0,,514.0,,2649.0,23868.0,North America,08-16-2020
Macao,46,, ,,46.0,0.0,,71.0,,4071.0,6259.0,Asia,08-16-2020
Curaçao,34,1.0,1 ,,31.0,2.0,,207.0,6.0,1080.0,6578.0,North America,08-16-2020
Fiji,28,,1 ,,20.0,7.0,,31.0,1.0,6693.0,7459.0,Australia/Oceania,08-16-2020
Saint Lucia,25,, ,,25.0,0.0,,136.0,,4465.0,24302.0,North America,08-16-2020
Timor-Leste,25,, ,,24.0,1.0,,19.0,,4238.0,3207.0,Asia,08-16-2020
Grenada,24,, ,,23.0,1.0,,213.0,,6252.0,55529.0,North America,08-16-2020
New Caledonia,23,, ,,22.0,1.0,,80.0,,11265.0,39411.0,Australia/Oceania,08-16-2020
Laos,22,, ,,19.0,3.0,,3.0,,34064.0,4674.0,Asia,08-16-2020
Dominica,18,, ,,18.0,0.0,,250.0,,1005.0,13957.0,North America,08-16-2020
Saint Kitts and Nevis,17,, ,,17.0,0.0,,319.0,,1312.0,24640.0,North America,08-16-2020
