Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,55-64 years,21
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,65-74 years,26
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,75-84 years,39
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,85 years and over,54
08/12/2020,02/01/2020,08/08/2020,Nebraska,Female,All ages,150
08/12/2020,02/01/2020,08/08/2020,Nebraska,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Nebraska Total,All,All ages,323
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,35-44 years,14
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,45-54 years,56
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,55-64 years,64
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,65-74 years,133
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,75-84 years,151
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,85 years and over,81
08/12/2020,02/01/2020,08/08/2020,Nevada,Male,All ages,505
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,45-54 years,18
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,55-64 years,42
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,65-74 years,80
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,75-84 years,102
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,85 years and over,68
08/12/2020,02/01/2020,08/08/2020,Nevada,Female,All ages,320
08/12/2020,02/01/2020,08/08/2020,Nevada,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Nevada Total,All,All ages,825
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,55-64 years,14
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,65-74 years,34
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,75-84 years,63
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,85 years and over,77
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Male,All ages,199
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,55-64 years,
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,65-74 years,26
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,75-84 years,51
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,85 years and over,120
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Female,All ages,202
08/12/2020,02/01/2020,08/08/2020,New Hampshire,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,New Hampshire Total,All,All ages,401
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,15-24 years,11
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,25-34 years,73
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,35-44 years,198
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,45-54 years,556
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,55-64 years,1226
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,65-74 years,1701
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,75-84 years,1918
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,85 years and over,1765
08/12/2020,02/01/2020,08/08/2020,New Jersey,Male,All ages,7448
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,1-4 years,
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,25-34 years,33
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,35-44 years,66
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,45-54 years,184
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,55-64 years,563
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,65-74 years,1007
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,75-84 years,1711
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,85 years and over,2976
08/12/2020,02/01/2020,08/08/2020,New Jersey,Female,All ages,6544
08/12/2020,02/01/2020,08/08/2020,New Jersey,Unknown,All ages,
08/12/2020,02/01/2020,08/08/2020,New Jersey Total,All,All ages,13993
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,25-34 years,16
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,35-44 years,18
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,45-54 years,31
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,55-64 years,48
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,65-74 years,76
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,75-84 years,59
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,85 years and over,78
08/12/2020,02/01/2020,08/08/2020,New Mexico,Male,All ages,327
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,45-54 years,18
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,55-64 years,39
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,65-74 years,46
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,75-84 years,81
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,85 years and over,101
08/12/2020,02/01/2020,08/08/2020,New Mexico,Female,All ages,299
08/12/2020,02/01/2020,08/08/2020,New Mexico,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,New Mexico Total,All,All ages,626
08/12/2020,02/01/2020,08/08/2020,New York,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New York,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New York,Male,5-14 years,
08/12/2020,02/01/2020,08/08/2020,New York,Male,15-24 years,11
08/12/2020,02/01/2020,08/08/2020,New York,Male,25-34 years,44
08/12/2020,02/01/2020,08/08/2020,New York,Male,35-44 years,124
08/12/2020,02/01/2020,08/08/2020,New York,Male,45-54 years,369
08/12/2020,02/01/2020,08/08/2020,New York,Male,55-64 years,905
08/12/2020,02/01/2020,08/08/2020,New York,Male,65-74 years,1450
08/12/2020,02/01/2020,08/08/2020,New York,Male,75-84 years,1585
08/12/2020,02/01/2020,08/08/2020,New York,Male,85 years and over,1516
08/12/2020,02/01/2020,08/08/2020,New York,Male,All ages,6006
08/12/2020,02/01/2020,08/08/2020,New York,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,New York,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,New York,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,New York,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,New York,Female,25-34 years,19
08/12/2020,02/01/2020,08/08/2020,New York,Female,35-44 years,51
08/12/2020,02/01/2020,08/08/2020,New York,Female,45-54 years,130
08/12/2020,02/01/2020,08/08/2020,New York,Female,55-64 years,434
08/12/2020,02/01/2020,08/08/2020,New York,Female,65-74 years,819
08/12/2020,02/01/2020,08/08/2020,New York,Female,75-84 years,1334
08/12/2020,02/01/2020,08/08/2020,New York,Female,85 years and over,2587
08/12/2020,02/01/2020,08/08/2020,New York,Female,All ages,5376
08/12/2020,02/01/2020,08/08/2020,New York,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,New York Total,All,All ages,11382
08/12/2020,02/01/2020,08/08/2020,New York City,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,New York City,Male,1-4 years,
08/12/2020,02/01/2020,08/08/2020,New York City,Male,5-14 years,
08/12/2020,02/01/2020,08/08/2020,New York City,Male,15-24 years,23
08/12/2020,02/01/2020,08/08/2020,New York City,Male,25-34 years,112
08/12/2020,02/01/2020,08/08/2020,New York City,Male,35-44 years,396
08/12/2020,02/01/2020,08/08/2020,New York City,Male,45-54 years,985
08/12/2020,02/01/2020,08/08/2020,New York City,Male,55-64 years,2213
08/12/2020,02/01/2020,08/08/2020,New York City,Male,65-74 years,3254
08/12/2020,02/01/2020,08/08/2020,New York City,Male,75-84 years,3095
08/12/2020,02/01/2020,08/08/2020,New York City,Male,85 years and over,2101
08/12/2020,02/01/2020,08/08/2020,New York City,Male,All ages,12186
08/12/2020,02/01/2020,08/08/2020,New York City,Female,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,New York City,Female,1-4 years,
08/12/2020,02/01/2020,08/08/2020,New York City,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,New York City,Female,15-24 years,10
08/12/2020,02/01/2020,08/08/2020,New York City,Female,25-34 years,55
08/12/2020,02/01/2020,08/08/2020,New York City,Female,35-44 years,116
08/12/2020,02/01/2020,08/08/2020,New York City,Female,45-54 years,391
08/12/2020,02/01/2020,08/08/2020,New York City,Female,55-64 years,1053
08/12/2020,02/01/2020,08/08/2020,New York City,Female,65-74 years,1753
08/12/2020,02/01/2020,08/08/2020,New York City,Female,75-84 years,2278
08/12/2020,02/01/2020,08/08/2020,New York City,Female,85 years and over,2724
08/12/2020,02/01/2020,08/08/2020,New York City,Female,All ages,8383
08/12/2020,02/01/2020,08/08/2020,New York City,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,New York City Total,All,All ages,20569
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,35-44 years,24
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,45-54 years,57
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,55-64 years,111
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,65-74 years,176
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,75-84 years,223
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,85 years and over,181
08/12/2020,02/01/2020,08/08/2020,North Carolina,Male,All ages,781
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,45-54 years,31
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,55-64 years,49
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,65-74 years,125
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,75-84 years,190
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,85 years and over,266
08/12/2020,02/01/2020,08/08/2020,North Carolina,Female,All ages,674
08/12/2020,02/01/2020,08/08/2020,North Carolina,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,North Carolina Total,All,All ages,1455
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,55-64 years,12
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,65-74 years,12
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,75-84 years,16
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,85 years and over,23
08/12/2020,02/01/2020,08/08/2020,North Dakota,Male,All ages,70
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,55-64 years,
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,65-74 years,
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,75-84 years,20
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,85 years and over,29
08/12/2020,02/01/2020,08/08/2020,North Dakota,Female,All ages,58
08/12/2020,02/01/2020,08/08/2020,North Dakota,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,North Dakota Total,All,All ages,128
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,35-44 years,26
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,45-54 years,62
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,55-64 years,202
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,65-74 years,402
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,75-84 years,450
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,85 years and over,435
08/12/2020,02/01/2020,08/08/2020,Ohio,Male,All ages,1583
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,35-44 years,10
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,45-54 years,29
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,55-64 years,106
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,65-74 years,227
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,75-84 years,436
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,85 years and over,651
08/12/2020,02/01/2020,08/08/2020,Ohio,Female,All ages,1464
08/12/2020,02/01/2020,08/08/2020,Ohio,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Ohio Total,All,All ages,3047
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,45-54 years,12
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,55-64 years,45
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,65-74 years,78
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,75-84 years,82
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,85 years and over,71
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Male,All ages,298
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,55-64 years,31
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,65-74 years,64
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,75-84 years,53
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,85 years and over,88
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Female,All ages,252
08/12/2020,02/01/2020,08/08/2020,Oklahoma,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Oklahoma Total,All,All ages,550
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,45-54 years,10
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,55-64 years,24
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,65-74 years,46
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,75-84 years,48
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,85 years and over,50
08/12/2020,02/01/2020,08/08/2020,Oregon,Male,All ages,183
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,55-64 years,12
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,65-74 years,25
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,75-84 years,35
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,85 years and over,63
08/12/2020,02/01/2020,08/08/2020,Oregon,Female,All ages,141
08/12/2020,02/01/2020,08/08/2020,Oregon,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Oregon Total,All,All ages,324
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,25-34 years,18
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,35-44 years,41
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,45-54 years,163
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,55-64 years,434
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,65-74 years,791
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,75-84 years,1034
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,85 years and over,1180
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,All ages,3667
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,35-44 years,19
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,45-54 years,70
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,55-64 years,253
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,65-74 years,553
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,75-84 years,900
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,85 years and over,2067
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,All ages,3868
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania Total,All,All ages,7535
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,55-64 years,49
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,65-74 years,104
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,75-84 years,132
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,85 years and over,147
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,All ages,450
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,55-64 years,21
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,65-74 years,76
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,75-84 years,121
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,85 years and over,303
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,All ages,531
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Unknown,All ages,
08/12/2020,02/01/2020,08/08/2020,Rhode Island Total,All,All ages,983
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,35-44 years,25
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,45-54 years,44
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,55-64 years,119
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,65-74 years,199
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,75-84 years,290
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,85 years and over,182
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,All ages,869
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,45-54 years,27
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,55-64 years,104
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,65-74 years,202
